candidate_label,election_id,raw_response
S2000GA0125N0250,125.0,Robert Joseph Dole
S2000HI0126T0251,126.0,Yukio Hatoyama
S2000HI0126N0252,126.0,Hans-Georg Gadamer
S2000IN0127N0254,127.0,George H. W. Bush
S2000MA0128T0255,128.0,George H. W. Bush
S2000IN0127T0253,127.0,Mitt Romney
S2000MA0128N0256,128.0,Thurgood Marshall
S2000MD0129T0257,129.0,Thomas Phillip O'Neill Jr.
S2000ME0130N0260,130.0,Olympia Snowe
S2000MD0129N0258,128.0,Arthur Miller
S2000ME0130T0259,130.0,Paul Allen
S2000MI0131T0261,131.0,Barbara Bush
S2000MN0132T0263,132.0,H. R. Haldeman
S2000MI0131N0262,131.0,Jackie Gleason
S2000MN0132N0264,132.0,Edward Heath
S2000MO0133T0265,133.0,Jesse Jackson
S2000MO0133N0266,133.0,Trent Lott
S2000MT0134N0268,134.0,George Shultz
S2000ND0135T0269,135.0,Michael Dukakis
S2000NE0136T0271,136.0,Michael Dukakis
S2000MT0134T0267,134.0,David Cameron
S2000ND0135N0270,135.0,Wernher von Braun
S2000NE0136N0272,136.0,John Ashcroft
S2000NM0137T0273,137.0,George H. W. Bush
S2000NM0137N0274,137.0,George H. W. Bush
S2000NV0138T0275,138.0,Donald Rumsfeld
S2000OH0139N0278,139.0,Newt Gingrich
S2000PA0140T0279,140.0,Alan Dershowitz
S2000OH0139T0277,139.0,Daniel Kahneman
S2000NV0138N0276,138.0,Mitt Romney
S2000PA0140N0280,140.0,H. R. Haldeman
S2000RI0141N0282,141.0,John Major
S2000TX0143N0286,143.0,Dianne Feinstein
S2000TN0142N0284,142.0,John Edwards
S2000RI0141T0281,141.0,Mitt Romney
S2000UT0144N0288,144.0,Richard Bruce Cheney
S2000TN0142T0283,142.0,Newt Gingrich
S2000TX0143T0285,143.0,Ezra Pound
S2000VA0145N0290,145.0,Dan Quayle
S2000UT0144T0287,144.0,John Edwards
S2000VA0145T0289,145.0,John Foster Dulles
S2000VT0146T0291,146.0,Richard Gephardt
S2000WA0147T0293,147.0,Kirsten Gillibrand
S2000VT0146N0292,146.0,Bob Hope
S2000WA0147N0294,147.0,Alan Greenspan
S2000WI0148N0296,148.0,Bill Gates
S2000WV0149T0297,149.0,Donald Rumsfeld
S2000WI0148T0295,148.0,Gregory Peck
S2000WV0149N0298,149.0,Niklaus Wirth
S2000WY0150N0300,150.0,"Thomas P. ""Tip"" O'Neill Jr."
S2000WY0150T0299,150.0,Linus Pauling
G2001NJ0221T0441,221.0,Robert Francis Kennedy
G2001NJ0221N0442,221.0,Robert Mueller
G2001VA0222T0443,222.0,Mark Warner
G2002AK0187T0373,187.0,Jocelyn Bell Burnell
G2001VA0222N0444,222.0,Anderson Cooper
G2002AK0187N0374,187.0,George Shultz
G2002AL0186T0371,186.0,Al Gore
G2002AL0186N0372,186.0,Al Gore
G2002AZ0188N0376,188.0,Rudolph Giuliani
G2002AR0189N0378,189.0,John Kerry
G2002AZ0188T0375,188.0,Janet Reno
G2002AR0189T0377,189.0,Betty White
G2002CA0190T0379,190.0,Anderson Hays Cooper
G2002CO0191T0381,191.0,Isaac Asimov
G2002CA0190N0380,190.0,Paul Ryan
G2002CT0192N0384,192.0,Christopher James Christie
G2002CT0192T0383,192.0,Mitt Romney
G2002FL0193N0386,193.0,Brian Kernighan
G2002FL0193T0385,193.0,Dan Rather
G2002GA0194N0388,194.0,Sheldon Adelson
G2002HI0195T0389,195.0,Mazie Keiko Hirono
G2002HI0195N0390,195.0,Elizabeth Warren
G2002IA0198N0396,198.0,John Ashcroft
G2002IA0198T0395,198.0,Tom Ridge
G2002GA0194T0387,194.0,Eric Schmidt
G2002ID0196T0391,196.0,Linus Carl Pauling
G2002IL0197T0393,197.0,John Edwards
G2002ID0196N0392,196.0,Daniel Kahneman
G2002IL0197N0394,197.0,Paul Ryan
G2002MA0202N0404,202.0,Mitt Romney
G2002MA0202T0403,202.0,Claire McCaskill
G2002KS0199T0397,199.0,Elizabeth Dole
G2002KS0199N0398,199.0,John Ashcroft
G2002MD0201T0401,201.0,Janet Napolitano
G2002ME0200T0399,200.0,Elliot Richardson
G2002MD0201N0402,201.0,Albert Gore Jr.
G2002MI0203T0405,203.0,Margaret Thatcher
G2002ME0200N0400,200.0,Mitt Romney
G2002MI0203N0406,203.0,Walter Mondale
G2002NE0205T0409,205.0,Vinton Cerf
G2002MN0204T0407,204.0,Richard Andrew Gephardt
G2002NE0205N0410,205.0,Michael Dukakis
G2002NH0207N0414,207.0,Mitt Romney
G2002MN0204N0408,204.0,Mitt Romney
G2002NH0207T0413,207.0,John Kerry
G2002NV0206N0412,206.0,Sam Waterston
G2002NY0209T0417,209.0,Thurgood Marshall
G2002NV0206T0411,206.0,Kofi Annan
G2002NY0209N0418,209.0,George Pataki
G2002NM0208T0415,208.0,Dan Rostenkowski
G2002NM0208N0416,208.0,Andrew Cuomo
G2002OH0210T0419,210.0,Albert Arnold Gore Jr.
G2002OK0211T0421,211.0,Leon Panetta
G2002OR0212N0424,212.0,Richard B. Cheney
G2002OR0212T0423,212.0,Mitt Romney
G2002OH0210N0420,210.0,Samuel Alito
G2002OK0211N0422,211.0,Mitt Romney
G2002PA0213T0425,213.0,Edward Rendell
G2002RI0214T0427,214.0,Dianne Feinstein
G2002PA0213N0426,213.0,Eric Schmidt
G2002SC0215T0429,215.0,George Tenet
G2002RI0214N0428,214.0,Michael Bloomberg
G2002SC0215N0430,215.0,Mitt Romney
G2002SD0216T0431,216.0,Bill O'Reilly
G2002SD0216N0432,216.0,Mitt Romney
G2002TX0218N0436,218.0,Paul Ryan
G2002TN0217T0433,217.0,Henry Kissinger
G2002TX0218T0435,218.0,Daniel Patrick Moynihan
G2002VT0219N0438,219.0,Alan Greenspan
G2002TN0217N0434,217.0,Mitt Romney
G2002VT0219T0437,219.0,Theodore Robert Bundy
S2002AK0088N0176,88.0,Donald Rumsfeld
G2002WI0220T0439,220.0,Steve Ballmer
G2002WI0220N0440,220.0,Mitt Romney
S2002AL0089T0177,89.0,Angela Merkel
S2002AK0088T0175,88.0,Antonio Damasio
S2002AR0119N0238,119.0,John Edwards
S2002AR0119T0237,119.0,Christopher James Christie
S2002AL0089N0178,89.0,Orrin Grant Hatch
S2002CO0090N0180,90.0,John Ashcroft
S2002DE0091T0181,91.0,Menachem Begin
S2002CO0090T0179,90.0,Tom Selleck
S2002GA0092N0184,92.0,Joe Clark
S2002GA0092T0183,92.0,Walter Frederick Mondale
S2002DE0091N0182,91.0,Newt Gingrich
S2002IA0093N0186,93.0,Don Knotts
S2002IA0093T0185,93.0,Elie Wiesel
S2002ID0094T0187,94.0,Efrem Zimbalist Jr.
S2002ID0094N0188,94.0,Eric Schmidt
S2002IL0095T0189,95.0,Henry Kissinger
S2002KS0096N0192,96.0,Donald Rumsfeld
S2002KY0120T0239,120.0,Dianne Feinstein
S2002IL0095N0190,95.0,Aldrich Ames
S2002KS0096L0191,96.0,Amr Moussa
S2002KY0120N0240,120.0,"John Rawls 

The image depicts a formal headshot of an older man with receding hair, wire-rimmed glasses, and a dark suit with a"
S2002ME0098N0196,98.0,Dianne Feinstein
S2002MI0099T0197,99.0,Dick Cheney
S2002LA0097T0193,97.0,Olympia Snowe
S2002LA0097N0194,97.0,Elena Kagan
S2002ME0098T0195,98.0,Judi Dench
S2002MI0099N0198,99.0,Ronald Wilson Reagan
S2002MO0101T0201,101.0,Margaret Thatcher
S2002MN0100T0199,100.0,Herbert Hoover
S2002MN0100N0200,100.0,Rajiv Gandhi
S2002MO0101N0202,101.0,Timothy Geithner
S2002MS0102I0203,102.0,Slobodan Milošević
S2002MS0102N0204,102.0,Charlton Heston
S2002MT0103T0205,103.0,Walter Frederick Mondale
S2002MT0103N0206,103.0,Chris Christie
S2002NC0104T0207,104.0,Daniel Kahneman
S2002NE0105N0210,105.0,John Roberts
S2002NC0104N0208,104.0,Park Geun-hye
S2002NE0105T0209,105.0,William Blaine Richardson III
S2002NH0106N0212,106.0,Al Gore
S2002NH0106T0211,106.0,Carol Burnett
S2002NJ0107N0214,107.0,Joseph McCarthy
S2002NM0108N0216,108.0,Warren Buffett
S2002NJ0107T0213,107.0,Nelson Aldrich Rockefeller
S2002OK0109N0218,109.0,Dick Cheney
S2002NM0108T0215,108.0,Nancy Pelosi
S2002OR0110N0220,110.0,John Edwards
S2002OK0109T0217,109.0,Michael Bloomberg
S2002OR0110T0219,110.0,Elliot Richardson
S2002RI0111N0222,111.0,Spiro Theodore Agnew
S2002SC0112T0223,112.0,"Thomas P. ""Tip"" O'Neill Jr."
S2002RI0111T0221,111.0,Dwight D. Eisenhower
S2002SC0112N0224,112.0,John Edwards
S2002SD0113N0226,113.0,Mitt Romney
S2002SD0113T0225,113.0,Edward Moore Kennedy
S2002TN0114N0228,114.0,Milton Friedman
S2002TX0115N0230,115.0,George H. W. Bush
S2002VA0116I0231,116.0,Carly Fiorina
S2002TX0115T0229,115.0,George Washington Carver
S2002TN0114T0227,114.0,Dennis Rader
S2002VA0116N0232,116.0,Gore Vidal
S2002WV0117T0233,117.0,Milton Friedman
S2002WY0118N0236,118.0,Alan Greenspan
S2004AK0057T0113,57.0,Mitt Romney
S2004AK0057N0114,57.0,Olympia Snowe
S2002WY0118T0235,118.0,Sandra Day O'Connor
S2004AL0056N0112,56.0,Richard Gephardt
S2002WV0117N0234,117.0,Steve Ballmer
S2004AR0058N0116,58.0,John Edwards
S2004AR0058T0115,58.0,Elizabeth Dole
S2004CA0059T0117,59.0,Dianne Feinstein
S2004AL0056T0111,56.0,Louis Farrakhan
S2004CA0059N0118,59.0,Newt Gingrich
S2004CO0060T0119,60.0,Alan Greenspan
S2004CO0060N0120,60.0,Ted Danson
S2004CT0061N0122,61.0,John Edwards
S2004CT0061T0121,61.0,George Shultz
S2004FL0062T0123,62.0,Margaret Thatcher
S2004FL0062N0124,62.0,Melquíades Rafael Martínez
S2004GA0063T0125,63.0,Carol Moseley Braun
S2004HI0064T0127,64.0,David Ho
S2004IA0067N0134,67.0,Alan Greenspan
S2004HI0064N0128,64.0,Ed Harris
S2004IL0065T0129,65.0,Barack Obama
S2004IN0066T0131,66.0,John Edwards
S2004IL0065N0130,65.0,Goodluck Ebele Jonathan
S2004LA0070N0140,70.0,John Edwards
S2004IA0067T0133,67.0,Marvin Minsky
S2004IN0066N0132,66.0,Kweisi Mfume
S2004LA0070T0139,70.0,Edward Moore Kennedy
S2004MD0071T0141,71.0,Barbara Bush
S2004MS0072N0144,72.0,Christopher Samuel Bond
S2004MD0071N0142,71.0,Herman Cain
S2004MS0072T0143,72.0,Elizabeth Dole
S2004ND0074T0147,74.0,Donald Rumsfeld
S2004NC0073T0145,73.0,Bob Newhart
S2004NC0073N0146,73.0,Dick Gephardt
S2004NH0076N0152,76.0,Evan Bayh
S2004ND0074N0148,74.0,Joe Scarborough
S2004NY0077N0154,77.0,Scott Brown
S2004NV0075N0150,75.0,Bill Frist
S2004OH0078T0155,78.0,Merrick Garland
S2004NV0075T0149,75.0,Charles Koch
S2004NH0076T0151,76.0,Betty White
S2004NY0077T0153,77.0,Henry Kissinger
S2004OH0078N0156,78.0,John Glenn
S2004OK0079T0157,79.0,Mitt Romney
S2004OR0080N0160,80.0,Wilford Brimley
S2004OK0079N0158,79.0,Thomas Daschle
S2004PA0081T0161,81.0,Ben Bernanke
S2004PA0081N0162,81.0,Charles Schumer
S2004SC0082N0164,82.0,John Edwards
S2004OR0080T0159,80.0,"Howard Dean
\confidence{10}"
S2004SC0082T0163,82.0,Sandra Day O'Connor
S2004UT0084N0168,84.0,Alan Greenspan
S2004SD0083T0165,83.0,Phil Donahue
S2004SD0083N0166,83.0,Matt Lauer
S2004UT0084T0167,84.0,Daniel Dennett
S2004VT0085N0170,85.0,Arthur Ignatius Conan Doyle
S2004VT0085T0169,85.0,Charlie Munger
S2004WA0086T0171,86.0,Janet Yellen
S2004WA0086N0172,86.0,Lamar Alexander
S2004WI0087T0173,87.0,Anthony Weiner
S2004WI0087N0174,87.0,Mike Huckabee
G2006AL0151T0301,151.0,Ileana Ros-Lehtinen
G2006AK0152N0304,152.0,Helen Clark
G2006AK0152T0303,152.0,Dan Rather
G2006AL0151N0302,151.0,Walter Mondale
G2006AR0154N0308,154.0,Mitt Romney
G2006AZ0153T0305,153.0,Janet Reno
G2006CO0155N0310,155.0,Eric Schmidt
G2006AR0154T0307,154.0,Mitt Romney
G2006AZ0153N0306,153.0,John Edwards
G2006CO0155T0309,155.0,Mitt Romney
G2006CT0156T0311,156.0,Jerrold Nadler
G2006FL0157N0314,157.0,Richard Gere
G2006GA0158T0315,158.0,Christopher James Christie
G2006CT0156N0312,156.0,Margaret Thatcher
G2006GA0158N0316,158.0,Sonny Perdue
G2006FL0157T0313,157.0,James Comey
G2006HI0159N0318,159.0,Janet Yellen
G2006HI0159T0317,159.0,Yuan T. Lee
G2006IL0161T0321,161.0,Rod Blagojevich
G2006ID0160T0319,160.0,Daniel Dennett
G2006ID0160N0320,160.0,Mitt Romney
G2006IA0162N0324,162.0,Al Gore
G2006IA0162T0323,162.0,Mitt Romney
G2006KS0163T0325,163.0,Christine Todd Whitman
G2006KS0163N0326,163.0,John Roberts
G2006IL0161N0322,161.0,Carol Burnett
G2006MD0165N0330,165.0,John Edwards
G2006MA0166N0332,166.0,Christine Lagarde
G2006MA0166T0331,166.0,Clarence Thomas
G2006ME0164T0327,164.0,Ben Bernanke
G2006ME0164N0328,164.0,J. Dennis Hastert
G2006MD0165T0329,165.0,David Cameron
G2006MI0167T0333,167.0,Christine Todd Whitman
G2006MI0167N0334,167.0,Richard DeVos
G2006MN0168T0335,168.0,Dan Quayle
G2006MN0168N0336,168.0,Timothy Pawlenty
G2006NE0169N0338,169.0,Mike Huckabee
G2006NH0171N0342,171.0,Mitch McConnell
G2006NE0169T0337,169.0,Jens Stoltenberg
G2006NM0172N0344,172.0,Walter Mondale
G2006NM0172T0343,172.0,Daniel Patrick Moynihan
G2006NH0171T0341,171.0,Paul Ryan
G2006NV0170T0339,170.0,Dianne Feinstein
G2006NY0173N0346,173.0,John Edwards
G2006NV0170N0340,170.0,Bob Dole
G2006NY0173T0345,173.0,David Souter
G2006OH0174N0348,174.0,Elijah Cummings
G2006OH0174T0347,174.0,Tom Ridge
G2006OK0175T0349,175.0,Ben Bernanke
G2006PA0177T0353,177.0,Leon Edward Panetta
G2006OK0175N0350,175.0,Jeb Bush
G2006OR0176N0352,176.0,Newton Leroy Gingrich
G2006OR0176T0351,176.0,David Koch
G2006PA0177N0354,177.0,Lester Holt
G2006RI0178N0356,178.0,John Kerry
G2006RI0178T0355,178.0,Paul Ryan
G2006SC0179T0357,179.0,Newt Gingrich
G2006SC0179N0358,179.0,Mitt Romney
G2006TN0181N0362,181.0,George Walker Bush
G2006TN0181T0361,181.0,Michael Bloomberg
G2006SD0180T0359,180.0,Bertrand Russell
G2006SD0180N0360,180.0,Roy Blunt
G2006TX0182N0364,182.0,Mitt Romney
G2006TX0182T0363,182.0,Brian Mulroney
G2006VT0183N0366,183.0,Richard Bruce Cheney
G2006WI0184N0368,184.0,Tim Pawlenty
G2006VT0183T0365,183.0,Charles Koch
G2006WI0184T0367,184.0,Jack Welch
G2006WY0185T0369,185.0,Richard B. Cheney
S2006AZ0028N0056,28.0,Charles Ernest Grassley
G2006WY0185N0370,185.0,Herbert Hoover
S2006CA0029T0057,29.0,Dianne Feinstein
S2006CA0029N0058,29.0,George Herbert Walker Bush
S2006AZ0028T0055,28.0,James Earl Carter Jr.
S2006DE0030T0059,30.0,Stephen Breyer
S2006DE0030N0060,30.0,Gary Locke
S2006FL0031N0062,31.0,Dianne Feinstein
S2006FL0031T0061,31.0,Lloyd Bentsen
S2006MD0033T0065,33.0,Newt Gingrich
S2006MD0033N0066,33.0,Kweisi Mfume
S2006ME0032T0063,32.0,Janet Yellen
S2006MA0034N0068,34.0,Ben Bernanke
S2006MA0034T0067,34.0,Edward Moore Kennedy
S2006ME0032N0064,32.0,Olympia Snowe
S2006MN0036N0072,36.0,Rahm Emanuel
S2006MI0035T0069,35.0,Margaret Thatcher
S2006MN0036T0071,36.0,Amy Klobuchar
S2006MI0035N0070,35.0,Howard Dean
S2006MS0037N0074,37.0,Trent Lott
S2006MS0037T0073,37.0,Herman Cain
S2006MO0038N0076,38.0,Robert Gates
S2006MO0038T0075,38.0,Diane Sawyer
S2006MT0039N0078,39.0,Paul Volcker
S2006MT0039T0077,39.0,Christopher James Christie
S2006NE0040T0079,40.0,Brian Mulroney
S2006ND0044N0088,44.0,Michael Thompson
S2006NE0040N0080,40.0,David Solomon
S2006NJ0042N0084,42.0,George H. W. Bush
S2006ND0044T0087,44.0,John Cornyn
S2006NJ0042T0083,42.0,David Vitter
S2006NM0043T0085,43.0,Jeff Sessions
S2006NM0043N0086,43.0,George Walker Bush
S2006NV0041N0082,41.0,Mitt Romney
S2006PA0046T0091,46.0,Dan Quayle
S2006OH0045T0089,45.0,Sherrod Brown
S2006OH0045N0090,45.0,Robert Mueller
S2006PA0046N0092,46.0,Richard John Santorum
S2006NV0041T0081,41.0,Paul Samuelson
S2006RI0047N0094,47.0,Timothy John Berners-Lee
S2006TX0049N0098,49.0,Sandra Day O'Connor
S2006RI0047T0093,47.0,Mitt Romney
S2006TN0048T0095,48.0,Cory Booker
S2006TN0048N0096,48.0,Michael Bloomberg
S2006TX0049T0097,49.0,Nancy Pelosi
S2006VT0051I0101,51.0,Milton Friedman
S2006VA0052T0103,52.0,Bill O'Reilly
S2006VA0052N0104,52.0,John Dennis Hastert
S2006UT0050T0099,50.0,Sebastian Kurz
S2006UT0050N0100,50.0,George H. W. Bush
S2006VT0051N0102,51.0,Mitt Romney
S2006WA0053T0105,53.0,Sheryl Sandberg
S2006WI0055T0109,55.0,George Soros
S2006WV0054T0107,54.0,Brian Mulroney
S2006WA0053N0106,53.0,J.K. Simmons
S2006WI0055N0110,55.0,Dan Rostenkowski
S2006WV0054N0108,54.0,Jack Welch
S2008AK0002N0004,2.0,"Paul Volcker 

(The image matches known portraits of the former Federal Reserve Chair in his later years.)"
S2008AL0001N0002,1.0,Jefferson Beauregard Sessions III
S2008AK0002T0003,2.0,Mark Steven Kirk
S2008AL0001T0001,1.0,Elena Kagan
S2008CO0003N0006,3.0,John Ellis Bush
S2008CO0003T0005,3.0,Sam Waterston
S2008GA0004N0008,4.0,Newt Gingrich
S2008GA0004T0007,4.0,Rod Rosenstein
S2008IA0007T0013,7.0,Daniel Kahneman
S2008IA0007N0014,7.0,Paul Ryan
S2008ID0005T0009,5.0,Robert Gates
S2008KS0008N0016,8.0,Alan Greenspan
S2008ID0005N0010,5.0,John Major
S2008KY0009T0017,9.0,Michael Bloomberg
S2008IL0006N0012,6.0,John Smith
S2008KY0009N0018,9.0,Mitch McConnell
S2008KS0008T0015,8.0,John Podesta
S2008ME0011N0022,11.0,Nancy Pelosi
S2008MI0012T0023,12.0,Carl Levin
S2008ME0011T0021,11.0,John Kerry
S2008LA0010T0019,10.0,Hillary Clinton
S2008LA0010N0020,10.0,William Pelham Barr
S2008MI0012N0024,12.0,Richard Dawkins
S2008MS0013T0025,13.0,Michael Steele
S2008MS0013N0026,13.0,Richard Lugar
S2008NC0019N0038,19.0,Elizabeth Dole
S2008NC0019T0037,19.0,Kay Bailey Hutchison
S2008MT0014T0027,14.0,George Herbert Walker Bush
S2008MT0014N0028,14.0,Wilford Brimley
S2008NE0015N0030,15.0,Tom Daschle
S2008NE0015T0029,15.0,John Edwards
S2008NH0016T0031,16.0,Dianne Feinstein
S2008NJ0017T0033,17.0,Warren Buffett
S2008NM0018N0036,18.0,Steven Anthony Ballmer
S2008NM0018T0035,18.0,Mitt Romney
S2008OR0020T0039,20.0,John Kasich
S2008SC0021T0041,21.0,Christopher Walken
S2008NJ0017N0034,17.0,Newton Leroy Gingrich
S2008OR0020N0040,20.0,John Kerry
S2008SD0022N0044,22.0,Valdis Dombrovskis
S2008SC0021N0042,21.0,Lindsey Graham
S2008SD0022T0043,22.0,John Kasich
S2008TN0023N0046,23.0,Robert E. Lucas Jr.
S2008TX0024T0047,24.0,George Tenet
S2008TX0024N0048,24.0,"Mitt Romney

\confidence{60}"
S2008WV0026T0051,26.0,Alan Greenspan
S2008VA0025N0050,25.0,Robert Joseph Dole
S2008TN0023T0045,23.0,Albert Arnold Gore Jr.
S2008VA0025T0049,25.0,John Edwards
S2008WY0027N0054,27.0,Orrin Hatch
S2008WV0026N0052,26.0,Steve Ballmer
S2008NH0016N0032,16.0,Michael Bloomberg
S2008IL0006T0011,6.0,Newt Gingrich
S2008WY0027T0053,27.0,Jamie Bell
