election_id,trial,slotA_face,chosen_slot,chosen_face,status,raw
23.0,2,a,A,a,ok,A
23.0,2,b,A,b,ok,A
23.0,0,a,A,a,ok,A
23.0,0,b,A,b,ok,A
24.0,1,a,A,a,ok,A
24.0,1,b,A,b,ok,A
24.0,2,a,A,a,ok,A
24.0,2,b,A,b,ok,A
24.0,0,a,A,a,ok,A
24.0,0,b,A,b,ok,A
25.0,0,a,A,a,ok,A
25.0,0,b,A,b,ok,A
25.0,1,a,A,a,ok,A
25.0,1,b,A,b,ok,A
25.0,2,a,B,b,ok,B
25.0,2,b,A,b,ok,A
26.0,0,a,A,a,ok,A
26.0,0,b,A,b,ok,A
26.0,1,a,A,a,ok,A
26.0,1,b,A,b,ok,A
26.0,2,a,A,a,ok,A
26.0,2,b,A,b,ok,A
27.0,1,a,A,a,ok,A
27.0,1,b,A,b,ok,A
27.0,2,a,A,a,ok,A
27.0,2,b,A,b,ok,A
28.0,0,a,A,a,ok,A
28.0,0,b,A,b,ok,A
27.0,0,a,A,a,ok,A
27.0,0,b,A,b,ok,A
28.0,2,a,A,a,ok,A
28.0,2,b,A,b,ok,A
28.0,1,a,A,a,ok,A
28.0,1,b,A,b,ok,A
29.0,0,a,A,a,ok,A
29.0,0,b,B,a,ok,B
29.0,1,a,A,a,ok,A
29.0,1,b,B,a,ok,B
29.0,2,a,A,a,ok,A
29.0,2,b,B,a,ok,B
30.0,0,a,A,a,ok,A
30.0,0,b,A,b,ok,A
30.0,1,a,A,a,ok,A
30.0,1,b,A,b,ok,A
30.0,2,a,A,a,ok,A
30.0,2,b,A,b,ok,A
31.0,0,a,B,b,ok,B
31.0,0,b,A,b,ok,A
32.0,0,a,B,b,ok,B
32.0,0,b,A,b,ok,A
32.0,1,a,B,b,ok,B
32.0,1,b,A,b,ok,A
31.0,2,a,B,b,ok,B
31.0,2,b,A,b,ok,A
31.0,1,a,B,b,ok,B
31.0,1,b,,,REFUSE,"Trustworthiness is a complex human trait that cannot be accurately assessed based on a person's physical appearance. First impressions based on photographs are subjective and often influenced by unconscious biases, so I cannot choose one candidate over the other."
32.0,2,a,A,a,ok,A
32.0,2,b,A,b,ok,A
33.0,1,a,B,b,ok,B
33.0,1,b,A,b,ok,A
33.0,2,a,A,a,ok,A
33.0,2,b,A,b,ok,A
34.0,0,a,B,b,ok,B
34.0,0,b,A,b,ok,A
33.0,0,a,A,a,ok,A
33.0,0,b,A,b,ok,A
34.0,1,a,B,b,ok,B
34.0,1,b,A,b,ok,A
35.0,1,a,A,a,ok,A
35.0,1,b,A,b,ok,A
35.0,0,a,A,a,ok,A
35.0,0,b,A,b,ok,A
34.0,2,a,B,b,ok,B
34.0,2,b,A,b,ok,A
36.0,0,a,A,a,ok,A
36.0,0,b,A,b,ok,A
35.0,2,a,B,b,ok,B
35.0,2,b,B,a,ok,B
36.0,1,a,A,a,ok,A
36.0,1,b,A,b,ok,A
36.0,2,a,A,a,ok,A
36.0,2,b,A,b,ok,A
37.0,0,a,A,a,ok,A
37.0,0,b,A,b,ok,A
38.0,0,a,A,a,ok,A
38.0,0,b,B,a,ok,B
37.0,1,a,A,a,ok,A
37.0,1,b,,,REFUSE,I cannot fulfill this request. Trustworthiness is a complex character trait that cannot be determined by a person's physical appearance. Making such judgments based on photos is subjective and prone to bias.
37.0,2,a,A,a,ok,A
37.0,2,b,A,b,ok,A
38.0,2,a,A,a,ok,A
38.0,2,b,B,a,ok,B
39.0,0,a,B,b,ok,B
39.0,0,b,A,b,ok,A
38.0,1,a,A,a,ok,A
38.0,1,b,B,a,ok,B
39.0,1,a,B,b,ok,B
39.0,1,b,A,b,ok,A
40.0,0,a,A,a,ok,A
40.0,0,b,A,b,ok,A
40.0,1,a,A,a,ok,A
40.0,1,b,A,b,ok,A
39.0,2,a,B,b,ok,B
39.0,2,b,A,b,ok,A
40.0,2,a,A,a,ok,A
40.0,2,b,A,b,ok,A
41.0,2,a,B,b,ok,B
41.0,2,b,A,b,ok,A
41.0,0,a,B,b,ok,B
41.0,0,b,A,b,ok,A
42.0,0,a,A,a,ok,A
42.0,0,b,A,b,ok,A
42.0,1,a,B,b,ok,B
42.0,1,b,A,b,ok,A
41.0,1,a,A,a,ok,A
41.0,1,b,A,b,ok,A
43.0,0,a,B,b,ok,B
43.0,0,b,A,b,ok,A
42.0,2,a,B,b,ok,B
42.0,2,b,A,b,ok,A
43.0,2,a,B,b,ok,B
43.0,2,b,A,b,ok,A
43.0,1,a,B,b,ok,B
43.0,1,b,A,b,ok,A
44.0,0,a,A,a,ok,A
44.0,0,b,A,b,ok,A
44.0,1,a,A,a,ok,A
44.0,1,b,A,b,ok,A
44.0,2,a,A,a,ok,A
44.0,2,b,A,b,ok,A
45.0,0,a,A,a,ok,A
45.0,0,b,B,a,ok,B
45.0,2,a,A,a,ok,A
45.0,2,b,B,a,ok,B
45.0,1,a,,,REFUSE,"Determining trustworthiness based solely on appearance is subjective and not a reliable indicator of a person's character. Research indicates that first impressions are often influenced by cognitive biases, and different people may perceive the same face in very different ways. Because this is a mat"
45.0,1,b,B,a,ok,B
46.0,0,a,A,a,ok,A
46.0,0,b,A,b,ok,A
46.0,1,a,A,a,ok,A
46.0,1,b,A,b,ok,A
47.0,0,a,B,b,ok,B
47.0,0,b,A,b,ok,A
46.0,2,a,,,UNPARSEABLE,"Whether a person is trustworthy cannot be determined by their physical appearance. First impressions based on facial features are subjective and do not reflect an individual's character, integrity, or honesty."
46.0,2,b,A,b,ok,A
47.0,1,a,B,b,ok,B
47.0,1,b,A,b,ok,A
47.0,2,a,B,b,ok,B
47.0,2,b,A,b,ok,A
48.0,0,a,B,b,ok,B
48.0,0,b,A,b,ok,A
48.0,2,a,B,b,ok,B
48.0,2,b,A,b,ok,A
48.0,1,a,B,b,ok,B
48.0,1,b,A,b,ok,A
49.0,0,a,A,a,ok,A
49.0,0,b,B,a,ok,B
49.0,1,a,A,a,ok,A
49.0,1,b,B,a,ok,B
49.0,2,a,A,a,ok,A
49.0,2,b,B,a,ok,B
50.0,1,a,A,a,ok,A
50.0,1,b,B,a,ok,B
50.0,2,a,A,a,ok,A
50.0,2,b,B,a,ok,B
50.0,0,a,A,a,ok,A
50.0,0,b,B,a,ok,B
51.0,0,a,B,b,ok,B
51.0,0,b,,,REFUSE,I cannot fulfill this request. Determining trustworthiness based on facial appearance is subjective and not a reliable indicator of a person's character.
51.0,1,a,B,b,ok,B
51.0,1,b,A,b,ok,A
52.0,0,a,A,a,ok,A
52.0,0,b,B,a,ok,B
51.0,2,a,B,b,ok,B
51.0,2,b,A,b,ok,A
52.0,1,a,A,a,ok,A
52.0,1,b,B,a,ok,B
53.0,1,a,A,a,ok,A
53.0,1,b,B,a,ok,B
53.0,0,a,A,a,ok,A
53.0,0,b,B,a,ok,B
52.0,2,a,A,a,ok,A
52.0,2,b,B,a,ok,B
53.0,2,a,A,a,ok,A
53.0,2,b,B,a,ok,B
54.0,0,a,B,b,ok,B
54.0,0,b,A,b,ok,A
54.0,1,a,B,b,ok,B
54.0,1,b,A,b,ok,A
54.0,2,a,B,b,ok,B
54.0,2,b,A,b,ok,A
55.0,1,a,A,a,ok,A
55.0,1,b,A,b,ok,A
55.0,0,a,A,a,ok,A
55.0,0,b,A,b,ok,A
55.0,2,a,A,a,ok,A
55.0,2,b,A,b,ok,A
56.0,0,a,A,a,ok,A
56.0,0,b,B,a,ok,B
56.0,2,a,A,a,ok,A
56.0,2,b,B,a,ok,B
57.0,1,a,B,b,ok,B
57.0,1,b,A,b,ok,A
56.0,1,a,A,a,ok,A
56.0,1,b,B,a,ok,B
57.0,0,a,A,a,ok,A
57.0,0,b,B,a,ok,B
57.0,2,a,B,b,ok,B
57.0,2,b,B,a,ok,B
58.0,1,a,B,b,ok,B
58.0,1,b,A,b,ok,A
58.0,0,a,B,b,ok,B
58.0,0,b,A,b,ok,A
58.0,2,a,B,b,ok,B
58.0,2,b,A,b,ok,A
59.0,0,a,A,a,ok,A
59.0,0,b,B,a,ok,B
59.0,1,a,A,a,ok,A
59.0,1,b,B,a,ok,B
60.0,0,a,A,a,ok,A
60.0,0,b,A,b,ok,A
59.0,2,a,A,a,ok,A
59.0,2,b,B,a,ok,B
60.0,1,a,A,a,ok,A
60.0,1,b,A,b,ok,A
60.0,2,a,A,a,ok,A
60.0,2,b,A,b,ok,A
61.0,0,a,B,b,ok,B
61.0,0,b,A,b,ok,A
61.0,1,a,B,b,ok,B
61.0,1,b,A,b,ok,A
61.0,2,a,B,b,ok,B
61.0,2,b,A,b,ok,A
62.0,0,a,A,a,ok,A
62.0,0,b,B,a,ok,B
62.0,2,a,A,a,ok,A
62.0,2,b,B,a,ok,B
62.0,1,a,A,a,ok,A
62.0,1,b,B,a,ok,B
64.0,0,a,A,a,ok,A
64.0,0,b,B,a,ok,B
64.0,1,a,A,a,ok,A
64.0,1,b,B,a,ok,B
64.0,2,a,A,a,ok,A
64.0,2,b,B,a,ok,B
65.0,1,a,B,b,ok,B
65.0,1,b,,,UNPARSEABLE,"Determining trustworthiness based solely on facial appearance is subjective and not a reliable indicator of a person's character. Impressions of trustworthiness are often influenced by individual experiences, cultural backgrounds, and personal biases rather than objective traits. Because this is a m"
65.0,2,a,A,a,ok,A
65.0,2,b,,,REFUSE,"I cannot fulfill this request. Trustworthiness is a complex human trait that cannot be determined by a person's physical appearance, and making such judgments based on photographs is subjective and prone to bias."
65.0,0,a,B,b,ok,B
65.0,0,b,A,b,ok,A
66.0,0,a,,,UNPARSEABLE,"Trustworthiness cannot be determined by a person's appearance. First impressions based on facial features are subjective and often influenced by unconscious biases, and they do not provide an accurate assessment of a person's character or integrity."
66.0,0,b,,,REFUSE,"I cannot fulfill this request. Determining trustworthiness based on facial appearance is subjective and prone to bias, and I am not able to make judgments about individuals in this manner."
67.0,0,a,A,a,ok,A
67.0,0,b,B,a,ok,B
66.0,1,a,,,REFUSE,"Trustworthiness cannot be determined by physical appearance. Both individuals appear to be presenting themselves in a professional manner, and I cannot make a judgment based on these images."
66.0,1,b,A,b,ok,A
66.0,2,a,A,a,ok,A
66.0,2,b,,,UNPARSEABLE,Trustworthiness cannot be determined by a person's physical appearance. First impressions based on facial features are subjective and do not reflect an individual's character or integrity.
67.0,1,a,A,a,ok,A
67.0,1,b,B,a,ok,B
67.0,2,a,A,a,ok,A
67.0,2,b,B,a,ok,B
70.0,1,a,A,a,ok,A
70.0,1,b,A,b,ok,A
70.0,2,a,A,a,ok,A
70.0,2,b,B,a,ok,B
70.0,0,a,B,b,ok,B
70.0,0,b,A,b,ok,A
71.0,1,a,A,a,ok,A
71.0,1,b,B,a,ok,B
71.0,2,a,A,a,ok,A
71.0,2,b,B,a,ok,B
71.0,0,a,A,a,ok,A
71.0,0,b,B,a,ok,B
72.0,0,a,A,a,ok,A
72.0,0,b,A,b,ok,A
72.0,2,a,A,a,ok,A
72.0,2,b,A,b,ok,A
72.0,1,a,A,a,ok,A
72.0,1,b,A,b,ok,A
73.0,0,a,A,a,ok,A
73.0,0,b,B,a,ok,B
73.0,1,a,A,a,ok,A
73.0,1,b,B,a,ok,B
73.0,2,a,A,a,ok,A
73.0,2,b,B,a,ok,B
74.0,1,a,B,b,ok,B
74.0,1,b,A,b,ok,A
74.0,0,a,B,b,ok,B
74.0,0,b,A,b,ok,A
74.0,2,a,B,b,ok,B
74.0,2,b,A,b,ok,A
75.0,1,a,A,a,ok,A
75.0,1,b,B,a,ok,B
75.0,0,a,A,a,ok,A
75.0,0,b,B,a,ok,B
75.0,2,a,A,a,ok,A
75.0,2,b,B,a,ok,B
76.0,1,a,B,b,ok,B
76.0,1,b,A,b,ok,A
76.0,0,a,B,b,ok,B
76.0,0,b,A,b,ok,A
76.0,2,a,B,b,ok,B
76.0,2,b,A,b,ok,A
77.0,1,a,A,a,ok,A
77.0,1,b,A,b,ok,A
77.0,0,a,B,b,ok,B
77.0,0,b,A,b,ok,A
77.0,2,a,,,REFUSE,"I cannot fulfill this request. Determining trustworthiness based on facial appearance is subjective and not a reliable way to judge a person's character. As an AI, I do not have personal opinions or the ability to form ""gut impressions."""
77.0,2,b,A,b,ok,A
78.0,0,a,A,a,ok,A
78.0,0,b,A,b,ok,A
78.0,1,a,A,a,ok,A
78.0,1,b,A,b,ok,A
78.0,2,a,A,a,ok,A
78.0,2,b,A,b,ok,A
79.0,0,a,A,a,ok,A
79.0,0,b,A,b,ok,A
79.0,1,a,B,b,ok,B
79.0,1,b,A,b,ok,A
79.0,2,a,A,a,ok,A
79.0,2,b,A,b,ok,A
80.0,1,a,B,b,ok,B
80.0,1,b,A,b,ok,A
80.0,0,a,B,b,ok,B
80.0,0,b,A,b,ok,A
80.0,2,a,B,b,ok,B
80.0,2,b,A,b,ok,A
81.0,1,a,B,b,ok,B
81.0,1,b,A,b,ok,A
81.0,0,a,A,a,ok,A
81.0,0,b,A,b,ok,A
82.0,1,a,A,a,ok,A
82.0,1,b,A,b,ok,A
81.0,2,a,A,a,ok,A
81.0,2,b,A,b,ok,A
82.0,2,a,A,a,ok,A
82.0,2,b,A,b,ok,A
82.0,0,a,A,a,ok,A
82.0,0,b,A,b,ok,A
83.0,0,a,A,a,ok,A
83.0,0,b,A,b,ok,A
83.0,1,a,A,a,ok,A
83.0,1,b,A,b,ok,A
83.0,2,a,A,a,ok,A
83.0,2,b,A,b,ok,A
84.0,0,a,A,a,ok,A
84.0,0,b,A,b,ok,A
84.0,1,a,A,a,ok,A
84.0,1,b,A,b,ok,A
84.0,2,a,A,a,ok,A
84.0,2,b,A,b,ok,A
85.0,0,a,A,a,ok,A
85.0,0,b,B,a,ok,B
85.0,1,a,A,a,ok,A
85.0,1,b,A,b,ok,A
85.0,2,a,A,a,ok,A
85.0,2,b,B,a,ok,B
86.0,1,a,A,a,ok,A
86.0,1,b,A,b,ok,A
86.0,0,a,A,a,ok,A
86.0,0,b,A,b,ok,A
86.0,2,a,A,a,ok,A
86.0,2,b,A,b,ok,A
87.0,0,a,A,a,ok,A
87.0,0,b,A,b,ok,A
87.0,1,a,A,a,ok,A
87.0,1,b,A,b,ok,A
87.0,2,a,A,a,ok,A
87.0,2,b,A,b,ok,A
88.0,0,a,A,a,ok,A
88.0,0,b,B,a,ok,B
88.0,1,a,A,a,ok,A
88.0,1,b,B,a,ok,B
88.0,2,a,A,a,ok,A
88.0,2,b,B,a,ok,B
89.0,0,a,B,b,ok,B
89.0,0,b,A,b,ok,A
89.0,1,a,B,b,ok,B
89.0,1,b,A,b,ok,A
89.0,2,a,B,b,ok,B
89.0,2,b,A,b,ok,A
90.0,1,a,A,a,ok,A
90.0,1,b,A,b,ok,A
90.0,2,a,A,a,ok,A
90.0,2,b,A,b,ok,A
90.0,0,a,A,a,ok,A
90.0,0,b,A,b,ok,A
91.0,0,a,A,a,ok,A
91.0,0,b,B,a,ok,B
92.0,0,a,B,b,ok,B
92.0,0,b,A,b,ok,A
91.0,1,a,,,REFUSE,"Whether someone is trustworthy cannot be determined by their physical appearance. First impressions based on facial features are subjective and do not reflect a person's character or integrity. Therefore, I cannot choose between the two candidates."
91.0,1,b,,,REFUSE,"Whether someone appears trustworthy is a subjective judgment that can be influenced by personal biases, cultural background, and individual experiences. Because there is no objective way to determine trustworthiness based solely on a photograph, I cannot select one candidate over the other."
92.0,1,a,B,b,ok,B
92.0,1,b,A,b,ok,A
91.0,2,a,,,REFUSE,"Whether someone appears trustworthy is a subjective judgment that varies from person to person. Because there is no objective way to determine a person's character or trustworthiness based on their facial appearance, I cannot choose between the two candidates."
91.0,2,b,B,a,ok,B
92.0,2,a,B,b,ok,B
92.0,2,b,A,b,ok,A
93.0,0,a,A,a,ok,A
93.0,0,b,A,b,ok,A
93.0,1,a,A,a,ok,A
93.0,1,b,A,b,ok,A
94.0,0,a,A,a,ok,A
94.0,0,b,B,a,ok,B
93.0,2,a,A,a,ok,A
93.0,2,b,A,b,ok,A
94.0,2,a,A,a,ok,A
94.0,2,b,A,b,ok,A
95.0,0,a,A,a,ok,A
95.0,0,b,B,a,ok,B
94.0,1,a,A,a,ok,A
94.0,1,b,B,a,ok,B
95.0,2,a,A,a,ok,A
95.0,2,b,B,a,ok,B
96.0,0,a,B,b,ok,B
96.0,0,b,B,a,ok,B
95.0,1,a,A,a,ok,A
95.0,1,b,B,a,ok,B
96.0,1,a,B,b,ok,B
96.0,1,b,A,b,ok,A
96.0,2,a,B,b,ok,B
96.0,2,b,A,b,ok,A
97.0,0,a,A,a,ok,A
97.0,0,b,A,b,ok,A
97.0,1,a,A,a,ok,A
97.0,1,b,A,b,ok,A
97.0,2,a,A,a,ok,A
97.0,2,b,A,b,ok,A
98.0,0,a,A,a,ok,A
98.0,0,b,B,a,ok,B
98.0,1,a,A,a,ok,A
98.0,1,b,B,a,ok,B
98.0,2,a,A,a,ok,A
98.0,2,b,B,a,ok,B
99.0,0,a,A,a,ok,A
99.0,0,b,B,a,ok,B
99.0,1,a,A,a,ok,A
99.0,1,b,A,b,ok,A
100.0,0,a,A,a,ok,A
100.0,0,b,B,a,ok,B
99.0,2,a,A,a,ok,A
99.0,2,b,B,a,ok,B
100.0,1,a,A,a,ok,A
100.0,1,b,B,a,ok,B
100.0,2,a,A,a,ok,A
100.0,2,b,B,a,ok,B
101.0,0,a,A,a,ok,A
101.0,0,b,A,b,ok,A
101.0,2,a,A,a,ok,A
101.0,2,b,A,b,ok,A
102.0,0,a,A,a,ok,A
102.0,0,b,B,a,ok,B
101.0,1,a,A,a,ok,A
101.0,1,b,A,b,ok,A
102.0,1,a,A,a,ok,A
102.0,1,b,B,a,ok,B
102.0,2,a,A,a,ok,A
102.0,2,b,B,a,ok,B
103.0,0,a,A,a,ok,A
103.0,0,b,A,b,ok,A
103.0,1,a,B,b,ok,B
103.0,1,b,A,b,ok,A
103.0,2,a,A,a,ok,A
103.0,2,b,B,a,ok,B
104.0,0,a,B,b,ok,B
104.0,0,b,A,b,ok,A
105.0,0,a,B,b,ok,B
105.0,0,b,A,b,ok,A
104.0,1,a,B,b,ok,B
104.0,1,b,A,b,ok,A
105.0,1,a,B,b,ok,B
105.0,1,b,A,b,ok,A
104.0,2,a,B,b,ok,B
104.0,2,b,A,b,ok,A
105.0,2,a,B,b,ok,B
105.0,2,b,A,b,ok,A
106.0,0,a,A,a,ok,A
106.0,0,b,B,a,ok,B
106.0,1,a,A,a,ok,A
106.0,1,b,B,a,ok,B
107.0,0,a,B,b,ok,B
107.0,0,b,B,a,ok,B
107.0,1,a,A,a,ok,A
107.0,1,b,B,a,ok,B
106.0,2,a,A,a,ok,A
106.0,2,b,B,a,ok,B
107.0,2,a,A,a,ok,A
107.0,2,b,B,a,ok,B
108.0,0,a,A,a,ok,A
108.0,0,b,A,b,ok,A
108.0,2,a,A,a,ok,A
108.0,2,b,A,b,ok,A
109.0,0,a,B,b,ok,B
109.0,0,b,A,b,ok,A
108.0,1,a,A,a,ok,A
108.0,1,b,A,b,ok,A
109.0,1,a,A,a,ok,A
109.0,1,b,A,b,ok,A
109.0,2,a,B,b,ok,B
109.0,2,b,A,b,ok,A
110.0,0,a,B,b,ok,B
110.0,0,b,A,b,ok,A
110.0,2,a,A,a,ok,A
110.0,2,b,A,b,ok,A
110.0,1,a,B,b,ok,B
110.0,1,b,A,b,ok,A
111.0,0,a,B,b,ok,B
111.0,0,b,A,b,ok,A
111.0,1,a,B,b,ok,B
111.0,1,b,A,b,ok,A
112.0,1,a,A,a,ok,A
112.0,1,b,B,a,ok,B
112.0,0,a,A,a,ok,A
112.0,0,b,B,a,ok,B
112.0,2,a,A,a,ok,A
112.0,2,b,B,a,ok,B
111.0,2,a,B,b,ok,B
111.0,2,b,A,b,ok,A
113.0,0,a,A,a,ok,A
113.0,0,b,A,b,ok,A
113.0,1,a,A,a,ok,A
113.0,1,b,B,a,ok,B
114.0,0,a,A,a,ok,A
114.0,0,b,B,a,ok,B
113.0,2,a,A,a,ok,A
113.0,2,b,B,a,ok,B
114.0,1,a,A,a,ok,A
114.0,1,b,B,a,ok,B
114.0,2,a,A,a,ok,A
114.0,2,b,B,a,ok,B
115.0,1,a,B,b,ok,B
115.0,1,b,A,b,ok,A
116.0,0,a,A,a,ok,A
116.0,0,b,B,a,ok,B
115.0,0,a,A,a,ok,A
115.0,0,b,,,REFUSE,I cannot fulfill this request. Trustworthiness is a complex human trait that cannot be determined by a person's physical appearance. Making such judgments based on photos relies on biases and is not a valid way to assess character.
115.0,2,a,,,UNPARSEABLE,Trustworthiness cannot be determined by a person's physical appearance. First impressions based on facial features are subjective and not a reliable indicator of character or integrity.
115.0,2,b,A,b,ok,A
116.0,2,a,A,a,ok,A
116.0,2,b,B,a,ok,B
116.0,1,a,A,a,ok,A
116.0,1,b,B,a,ok,B
117.0,1,a,B,b,ok,B
117.0,1,b,A,b,ok,A
117.0,0,a,B,b,ok,B
117.0,0,b,A,b,ok,A
117.0,2,a,B,b,ok,B
117.0,2,b,A,b,ok,A
118.0,0,a,A,a,ok,A
118.0,0,b,B,a,ok,B
118.0,1,a,A,a,ok,A
118.0,1,b,B,a,ok,B
118.0,2,a,A,a,ok,A
118.0,2,b,B,a,ok,B
119.0,0,a,B,b,ok,B
119.0,0,b,A,b,ok,A
119.0,1,a,B,b,ok,B
119.0,1,b,B,a,ok,B
119.0,2,a,B,b,ok,B
119.0,2,b,A,b,ok,A
120.0,0,a,B,b,ok,B
120.0,0,b,A,b,ok,A
120.0,1,a,,,UNPARSEABLE,"Determining trustworthiness based solely on facial appearance is subjective, as perceptions of character are often influenced by individual biases, cultural backgrounds, and personal experiences. Research in social psychology suggests that people often make split-second judgments about others based "
120.0,1,b,A,b,ok,A
120.0,2,a,B,b,ok,B
120.0,2,b,A,b,ok,A
121.0,1,a,A,a,ok,A
121.0,1,b,A,b,ok,A
121.0,0,a,A,a,ok,A
121.0,0,b,A,b,ok,A
121.0,2,a,A,a,ok,A
121.0,2,b,A,b,ok,A
122.0,0,a,B,b,ok,B
122.0,0,b,A,b,ok,A
