candidate_label,election_id,raw_response
S2000MT0134N0268,134.0,John C. Whitehead
S2000MT0134T0267,134.0,Richard Ramirez
S2000NE0136N0272,136.0,John Ashcroft
S2000ND0135T0269,135.0,John H. Sununu
S2000NE0136T0271,136.0,John D. Dingell
S2000ND0135N0270,135.0,John M. Shalikashvili
S2000NM0137N0274,137.0,George H.W. Bush
S2000NM0137T0273,137.0,John H. Sununu
S2000NV0138T0275,138.0,John H. Sununu
S2000NV0138N0276,138.0,Robert Stack
S2000OH0139T0277,139.0,Richard L. Trumka
S2000OH0139N0278,139.0,John M. Barry
S2000PA0140T0279,140.0,Robert J. Dole
S2000RI0141N0282,141.0,John H. Sununu
S2000RI0141T0281,141.0,Richard M. Nixon
S2000TN0142T0283,142.0,John Kasich
S2000PA0140N0280,140.0,Rick Santorum
S2000TN0142N0284,142.0,John H. Sununu
S2000TX0143N0286,143.0,Barbara Jordan
S2000TX0143T0285,143.0,Arthur Lewis
S2000UT0144N0288,144.0,John Ashcroft
S2000VA0145N0290,145.0,Richard Gephardt
S2000UT0144T0287,144.0,John M. Barry
S2000VA0145T0289,145.0,John H. Glenn Jr.
S2000VT0146T0291,146.0,Richard Gephardt
S2000WA0147T0293,147.0,Sarah Palin
S2000VT0146N0292,146.0,George H.W. Bush
S2000WI0148N0296,148.0,I cannot identify the person in the image.
S2000WA0147N0294,147.0,Richard L. Thomas
S2000WI0148T0295,148.0,George Shultz
S2000WV0149T0297,149.0,Charles R. Bronfman
S2000WV0149N0298,149.0,Robert E. Lee
S2000WY0150N0300,150.0,Walter Cronkite
S2000WY0150T0299,150.0,I cannot identify the person in the image. My capabilities do not include recognizing individuals from photographs.
G2001NJ0221T0441,221.0,Robert F. Kennedy
G2001NJ0221N0442,221.0,Robert F. Kennedy Jr.
G2001VA0222N0444,222.0,John H. Sununu
G2001VA0222T0443,222.0,Mark Warner
G2002AK0187N0374,187.0,John Howard
G2002AK0187T0373,187.0,Mary Robinson
G2002AL0186T0371,186.0,John M. Barry
G2002AL0186N0372,186.0,Richard Lugar
G2002AR0189T0377,189.0,Mary Lou Fisher
G2002AR0189N0378,189.0,Mike Huckabee
G2002AZ0188T0375,188.0,Ann Richards
G2002AZ0188N0376,188.0,Richard Nixon
G2002CA0190T0379,190.0,Bill Frist
G2002CA0190N0380,190.0,John H. Sununu
G2002CO0191T0381,191.0,Bob Hope
G2002FL0193N0386,193.0,Jeb Bush
G2002CT0192T0383,192.0,David Gergen
G2002FL0193T0385,193.0,George H.W. Bush
G2002CT0192N0384,192.0,John Thune
G2002GA0194T0387,194.0,William H. Rehnquist
G2002GA0194N0388,194.0,Richard M. Scrushy
G2002HI0195N0390,195.0,Elizabeth Warren
G2002HI0195T0389,195.0,Mazie Hirono
G2002IA0198N0396,198.0,John Roberts
G2002IA0198T0395,198.0,John R. Kasich
G2002ID0196T0391,196.0,Wendell Berry
G2002ID0196N0392,196.0,Robert F. Kennedy Jr.
G2002IL0197N0394,197.0,John H. Sununu
G2002IL0197T0393,197.0,Rod Blagojevich
G2002KS0199T0397,199.0,Elizabeth Dole
G2002KS0199N0398,199.0,John H. Sununu
G2002MA0202T0403,202.0,Susan Brooks
G2002MA0202N0404,202.0,Mitt Romney
G2002MD0201N0402,201.0,John Ashcroft
G2002MD0201T0401,201.0,Elizabeth Dole
G2002ME0200T0399,200.0,John H. Glenn Jr.
G2002ME0200N0400,200.0,John F. Kennedy Jr.
G2002MI0203T0405,203.0,Madeleine Albright
G2002MI0203N0406,203.0,George W. Bush
G2002MN0204T0407,204.0,John Kasich
G2002MN0204N0408,204.0,Mark Sanford
G2002NE0205T0409,205.0,David L. Smith
G2002NH0207N0414,207.0,Bill Paxton
G2002NE0205N0410,205.0,George W. Bush
G2002NH0207T0413,207.0,Robert Mueller
G2002NM0208T0415,208.0,Richard Gephardt
G2002NM0208N0416,208.0,Joe Scarborough
G2002NV0206T0411,206.0,John Lewis
G2002NY0209N0418,209.0,William F. Weld
G2002NV0206N0412,206.0,Robert Loggia
G2002NY0209T0417,209.0,John Lewis
G2002OH0210T0419,210.0,John D. Dingell
G2002OH0210N0420,210.0,John Ashcroft
G2002OK0211N0422,211.0,John F. Kennedy Jr.
G2002OK0211T0421,211.0,David M. Rubenstein
G2002OR0212N0424,212.0,John H. Sununu
G2002OR0212T0423,212.0,Richard Lugar
G2002PA0213N0426,213.0,Richard L. Thomas
G2002PA0213T0425,213.0,John Kasich
G2002RI0214T0427,214.0,Sarah McBride
G2002RI0214N0428,214.0,Richard L. Trumka
G2002SC0215N0430,215.0,Dan Quayle
G2002SC0215T0429,215.0,John Ashcroft
G2002SD0216T0431,216.0,John D. Dingell
G2002SD0216N0432,216.0,John Kasich
G2002TN0217T0433,217.0,Richard Lugar
G2002TN0217N0434,217.0,Richard M. Nixon
G2002TX0218T0435,218.0,William Rehnquist
G2002VT0219N0438,219.0,John G. Roberts Jr.
G2002VT0219T0437,219.0,George Carlin
G2002TX0218N0436,218.0,Rick Perry
G2002WI0220T0439,220.0,John H. Sununu
G2002WI0220N0440,220.0,John Thune
S2002AK0088N0176,88.0,John H. Glenn Jr.
S2002AL0089N0178,89.0,Jeff Sessions
S2002AK0088T0175,88.0,John L. Smith
S2002AL0089T0177,89.0,Jane Goodall
S2002AR0119N0238,119.0,Bob Dole
S2002AR0119T0237,119.0,John F. Kennedy Jr.
S2002CO0090N0180,90.0,Robert Reich
S2002CO0090T0179,90.0,Richard Dean Anderson
S2002DE0091N0182,91.0,Richard F. Celeste
S2002DE0091T0181,91.0,Joe Biden
S2002GA0092N0184,92.0,John H. Sununu
S2002GA0092T0183,92.0,John H. Sununu
S2002IA0093N0186,93.0,John H. Sununu
S2002IA0093T0185,93.0,Robert Dole
S2002ID0094T0187,94.0,Frank Sinatra
S2002ID0094N0188,94.0,Richard L. Trumka
S2002IL0095T0189,95.0,John H. Sununu
S2002IL0095N0190,95.0,John D. Dingell
S2002KS0096L0191,96.0,"I cannot provide a name for the person in the image. My purpose is to be helpful and harmless, and that includes protecting individuals' privacy. Identifying"
S2002KS0096N0192,96.0,William F. Buckley Jr.
S2002KY0120T0239,120.0,Elizabeth Dole
S2002KY0120N0240,120.0,Addison Mitchell McConnell III
S2002LA0097T0193,97.0,Elizabeth Dole
S2002LA0097N0194,97.0,Dolores Huerta
S2002ME0098N0196,98.0,Susan Collins
S2002ME0098T0195,98.0,Ingrid Thulin
S2002MI0099T0197,99.0,William H. Rehnquist
S2002MI0099N0198,99.0,John M. McHugh
S2002MN0100N0200,100.0,John F. Kennedy
S2002MN0100T0199,100.0,John C. Stennis
S2002MO0101T0201,101.0,Elizabeth Dole
S2002MS0102N0204,102.0,George H.W. Bush
S2002MO0101N0202,101.0,John H. Sununu
S2002MS0102I0203,102.0,Richard Nixon
S2002MT0103T0205,103.0,Max Baucus
S2002NC0104T0207,104.0,Robert F. Kennedy
S2002MT0103N0206,103.0,John D. Dingell
S2002NC0104N0208,104.0,Barbara Bush
S2002NE0105N0210,105.0,Mikhail Gorbachev
S2002NE0105T0209,105.0,John Fetterman
S2002NH0106N0212,106.0,John Kasich
S2002NH0106T0211,106.0,Mary Landrieu
S2002NM0108N0216,108.0,John Kenneth Galbraith
S2002NJ0107T0213,107.0,Robert F. Kennedy
S2002NJ0107N0214,107.0,John H. Glenn Jr.
S2002NM0108T0215,108.0,Ruth Bader Ginsburg
S2002OK0109N0218,109.0,John H. Sununu
S2002OK0109T0217,109.0,Richard F. Celeste
S2002OR0110N0220,110.0,Richard Shelby
S2002OR0110T0219,110.0,Robert Reich
S2002RI0111N0222,111.0,John C. Whitehead
S2002RI0111T0221,111.0,George Jessel
S2002SC0112T0223,112.0,John F. Kennedy
S2002TN0114N0228,114.0,William F. Buckley Jr.
S2002SD0113N0226,113.0,Richard Burr
S2002SD0113T0225,113.0,John L. Smith
S2002TN0114T0227,114.0,Robert F. Kennedy
S2002TX0115N0230,115.0,Richard D. Zane
S2002TX0115T0229,115.0,James Baldwin
S2002VA0116N0232,116.0,Peter Fonda
S2002VA0116I0231,116.0,Janet Napolitano
S2002WV0117T0233,117.0,Robert F. Kennedy
S2002WY0118T0235,118.0,"I cannot provide a name for the person in the image. My purpose is to be helpful and harmless, and that includes protecting individuals' privacy. Identifying"
S2002WV0117N0234,117.0,John F. Kennedy
S2002WY0118N0236,118.0,John D. Dingell
S2004AK0057N0114,57.0,Mary Landrieu
S2004AK0057T0113,57.0,John F. Kennedy
S2004AL0056N0112,56.0,Richard L. Armitage
S2004AL0056T0111,56.0,Darryl T. Jones
S2002SC0112N0224,112.0,Richard Gephardt
S2004AR0058N0116,58.0,John F. Kennedy Jr.
S2004AR0058T0115,58.0,Elizabeth Dole
S2004CA0059N0118,59.0,John D. Dingell
S2004CA0059T0117,59.0,Judy Sheindlin
S2004CO0060N0120,60.0,Robert Redford
S2004CO0060T0119,60.0,Robert J. Shiller
S2004CT0061T0121,61.0,Richard L. Armitage
S2004CT0061N0122,61.0,Richard F. Celeste
S2004FL0062T0123,62.0,Mary Robinson
S2004FL0062N0124,62.0,John H. Sununu
S2004GA0063T0125,63.0,Carolyn Jefferson-Jenkins
S2004IA0067N0134,67.0,Richard L. Trumka
S2004HI0064N0128,64.0,Richard Dawson
S2004HI0064T0127,64.0,Dr. Jose P. Rizal
S2004IA0067T0133,67.0,Robert J. Shiller
S2004IL0065N0130,65.0,Charles R. Drew
S2004IL0065T0129,65.0,Barack Obama
S2004IN0066N0132,66.0,James E. Clyburn
S2004LA0070T0139,70.0,John F. Kennedy Jr.
S2004IN0066T0131,66.0,John Roberts
S2004LA0070N0140,70.0,John F. Kennedy Jr.
S2004MD0071T0141,71.0,Betty White
S2004MD0071N0142,71.0,Frank J. Mrvan
S2004MS0072N0144,72.0,John Ashcroft
S2004NC0073T0145,73.0,Arthur C. Clarke
S2004MS0072T0143,72.0,Susan Collins
S2004NC0073N0146,73.0,John F. Kennedy Jr.
S2004ND0074T0147,74.0,John C. Maxwell
S2004ND0074N0148,74.0,John F. Kennedy
S2004NH0076N0152,76.0,William F. Weld
S2004NH0076T0151,76.0,"I cannot provide a name for the person in the image. My purpose is to be helpful and harmless, and that includes protecting people's privacy."
S2004NV0075T0149,75.0,Harry Reid
S2004NV0075N0150,75.0,John F. Kennedy Jr.
S2004NY0077T0153,77.0,Charles Ellis Schumer
S2004NY0077N0154,77.0,John F. Kennedy
S2004OH0078T0155,78.0,John H. Sununu
S2004OH0078N0156,78.0,William F. Buckley Jr.
S2004OK0079N0158,79.0,Richard D. Zane
S2004OR0080T0159,80.0,Robert Shuler
S2004OR0080N0160,80.0,John D. Dingell
S2004OK0079T0157,79.0,John F. Kennedy Jr.
S2004PA0081T0161,81.0,John Roberts
S2004PA0081N0162,81.0,John Gotti
S2004SC0082T0163,82.0,Susan Wojcicki
S2004SD0083T0165,83.0,Chuck Woolery
S2004SD0083N0166,83.0,John Kasich
S2004SC0082N0164,82.0,John F. Kennedy Jr.
S2004UT0084N0168,84.0,Richard L. Thomas
S2004UT0084T0167,84.0,Oliver Sacks
S2004VT0085N0170,85.0,Sir Ian McKellen
S2004VT0085T0169,85.0,George H.W. Bush
S2004WA0086T0171,86.0,Patty Murray
S2004WA0086N0172,86.0,John D. Dingell
S2004WI0087T0173,87.0,Richard Gephardt
S2004WI0087N0174,87.0,David R. Johnson
G2006AK0152T0303,152.0,Robert F. Kennedy
G2006AK0152N0304,152.0,Sarah Palin
G2006AL0151T0301,151.0,Barbara Boxer
G2006AL0151N0302,151.0,Richard Lamm
G2006AR0154T0307,154.0,John M. Barry
G2006AR0154N0308,154.0,John H. Sununu
G2006AZ0153N0306,153.0,John H. Hammergren
G2006AZ0153T0305,153.0,Janet Napolitano
G2006CO0155N0310,155.0,John H. Glenn Jr.
G2006CT0156T0311,156.0,John D. Dingell
G2006CT0156N0312,156.0,Mary Bono
G2006FL0157T0313,157.0,David M. Rubenstein
G2006GA0158N0316,158.0,George W. Bush
G2006CO0155T0309,155.0,John F. Kennedy Jr.
G2006GA0158T0315,158.0,John F. Kennedy Jr.
G2006FL0157N0314,157.0,Jack Conway
G2006HI0159T0317,159.0,Toru Takemitsu
G2006HI0159N0318,159.0,Elizabeth Dole
G2006IA0162T0323,162.0,Steve Largent
G2006IA0162N0324,162.0,John F. Kennedy Jr.
G2006ID0160T0319,160.0,Richard L. Evans
G2006ID0160N0320,160.0,Larry Craig
G2006IL0161T0321,161.0,Rod Blagojevich
G2006KS0163T0325,163.0,Kathleen Sebelius
G2006KS0163N0326,163.0,John H. Hammergren
G2006MA0166N0332,166.0,Mary Barra
G2006MD0165N0330,165.0,John W. Snow
G2006MA0166T0331,166.0,Jesse Jackson
G2006IL0161N0322,161.0,Mary Kay Ash
G2006MD0165T0329,165.0,Robert Iger
G2006ME0164T0327,164.0,Michael J. Fox
G2006ME0164N0328,164.0,Richard L. Armitage
G2006MN0168T0335,168.0,John H. Sununu
G2006MI0167T0333,167.0,Kathleen Sebelius
G2006MI0167N0334,167.0,Richard M. Scrushy
G2006MN0168N0336,168.0,Mark Dayton
G2006NE0169T0337,169.0,David M. Rubenstein
G2006NE0169N0338,169.0,John H. Sununu
G2006NH0171N0342,171.0,John L. Smith
G2006NH0171T0341,171.0,John F. Kennedy
G2006NM0172N0344,172.0,Robert MacNeil
G2006NM0172T0343,172.0,Bill Richardson
G2006NV0170T0339,170.0,Carolyn Maloney
G2006NV0170N0340,170.0,Kay Bailey Hutchison
G2006NY0173N0346,173.0,David Gergen
G2006OH0174N0348,174.0,Charles B. Rangel
G2006NY0173T0345,173.0,Eliot Spitzer
G2006OK0175N0350,175.0,Richard Shelby
G2006OH0174T0347,174.0,John Kasich
G2006OK0175T0349,175.0,John E. Sununu
G2006OR0176T0351,176.0,Robert J. Dole
G2006OR0176N0352,176.0,John H. Coats
G2006PA0177T0353,177.0,Richard L. Trumka
G2006PA0177N0354,177.0,Michael Eric Dyson
G2006RI0178T0355,178.0,John F. Kelly
G2006RI0178N0356,178.0,Robert Dole
G2006SC0179N0358,179.0,Richard M. Daley
G2006SD0180N0360,180.0,John D. Dingell
G2006SC0179T0357,179.0,John D. Dingell
G2006TN0181T0361,181.0,John H. Tyson
G2006SD0180T0359,180.0,John Cleese
G2006TN0181N0362,181.0,Richard Lugar
G2006TX0182T0363,182.0,John D. Dingell
G2006TX0182N0364,182.0,Rick Perry
G2006VT0183N0366,183.0,John Ashcroft
G2006WI0184T0367,184.0,Bill Clinton
G2006VT0183T0365,183.0,Charles Schwab
G2006WI0184N0368,184.0,David R. Henderson
G2006WY0185T0369,185.0,John H. Marburger III
G2006WY0185N0370,185.0,George H.W. Bush
S2006CA0029T0057,29.0,Dianne Feinstein
S2006AZ0028T0055,28.0,Robert F. Kennedy
S2006CA0029N0058,29.0,George H.W. Bush
S2006AZ0028N0056,28.0,John H. Sununu
S2006DE0030N0060,30.0,Andrew Yang
S2006DE0030T0059,30.0,John H. Sununu
S2006FL0031N0062,31.0,Kay Granger
S2006FL0031T0061,31.0,Bill Nelson
S2006MA0034N0068,34.0,"I cannot provide a name for the person in the image. My purpose is to be helpful and harmless, and that includes protecting individuals' privacy. Identifying"
S2006MA0034T0067,34.0,Edward M. Kennedy
S2006MD0033T0065,33.0,Richard J. Daley
S2006MD0033N0066,33.0,Michael Steele
S2006ME0032T0063,32.0,Mary Robinson
S2006ME0032N0064,32.0,Madeleine Albright
S2006MI0035T0069,35.0,Barbara Mikulski
S2006MI0035N0070,35.0,Richard Gephardt
S2006MN0036N0072,36.0,David M. Rubenstein
S2006MN0036T0071,36.0,Amy Klobuchar
S2006MO0038T0075,38.0,Kay Bailey Hutchison
S2006MO0038N0076,38.0,John H. Marburger III
S2006MS0037T0073,37.0,Walter E. Fauntroy
S2006MS0037N0074,37.0,Richard Shelby
S2006MT0039N0078,39.0,William F. Buckley Jr.
S2006MT0039T0077,39.0,Jon Tester
S2006ND0044T0087,44.0,John Howard
S2006ND0044N0088,44.0,Mark Cuban
S2006NE0040T0079,40.0,Robert Dole
S2006NE0040N0080,40.0,Michael J. Fox
S2006NJ0042N0084,42.0,William F. Buckley Jr.
S2006NJ0042T0083,42.0,Robert Menendez
S2006NM0043T0085,43.0,John Tower
S2006NM0043N0086,43.0,David Petraeus
S2006NV0041T0081,41.0,Robert J. Shiller
S2006NV0041N0082,41.0,Jim Matheson
S2006OH0045T0089,45.0,Sherrod Brown
S2006OH0045N0090,45.0,John H. Sununu
S2006PA0046N0092,46.0,Rick Santorum
S2006PA0046T0091,46.0,Michael Bloomberg
S2006RI0047N0094,47.0,John D. Dingell
S2006RI0047T0093,47.0,John Hickenlooper
S2006TN0048N0096,48.0,Bob Corker
S2006TX0049T0097,49.0,Sarah Bloom Raskin
S2006TX0049N0098,49.0,Kay Bailey Hutchison
S2006TN0048T0095,48.0,Jalen Rose
S2006UT0050T0099,50.0,David M. Rubenstein
S2006UT0050N0100,50.0,John M. McHugh
S2006VA0052T0103,52.0,Robert F. Kennedy Jr.
S2006VA0052N0104,52.0,John Ensign
S2006VT0051I0101,51.0,Bernie Sanders
S2006VT0051N0102,51.0,Bill Clinton
S2006WA0053T0105,53.0,Susan Wojcicki
S2006WA0053N0106,53.0,David M. Rubenstein
S2006WI0055T0109,55.0,Arthur Ochs Sulzberger
S2006WI0055N0110,55.0,John H. Sununu
S2006WV0054T0107,54.0,Javier Pérez de Cuéllar
S2006WV0054N0108,54.0,Richard M. Daley
S2008AK0002T0003,2.0,Mark Udall
S2008AK0002N0004,2.0,George Shultz
S2008AL0001N0002,1.0,Jeff Sessions
S2008AL0001T0001,1.0,Maria Elena Salinas
S2008CO0003N0006,3.0,John Cornyn
S2008CO0003T0005,3.0,Mark Udall
S2008GA0004N0008,4.0,John D. Dingell
S2008GA0004T0007,4.0,John H. Marburger III
S2008IA0007T0013,7.0,Robert F. Kennedy
S2008ID0005N0010,5.0,John H. Sununu
S2008IL0006N0012,6.0,Dr. Robert M. Wachter
S2008ID0005T0009,5.0,Robert J. Shiller
S2008KS0008N0016,8.0,Gordon B. Hinckley
S2008IA0007N0014,7.0,David J. Ragan
S2008KS0008T0015,8.0,Richard D. Wolff
S2008KY0009T0017,9.0,Bill Cosby
S2008KY0009N0018,9.0,Addison Mitchell McConnell III
S2008LA0010T0019,10.0,Mary Landrieu
S2008ME0011T0021,11.0,John Warner
S2008LA0010N0020,10.0,John M. McHugh
S2008MI0012N0024,12.0,David Sedaris
S2008MI0012T0023,12.0,Robert Dole
S2008MS0013T0025,13.0,Charles R. Drew
S2008MS0013N0026,13.0,John C. Maxwell
S2008ME0011N0022,11.0,Susan Collins
S2008MT0014T0027,14.0,Max Baucus
S2008MT0014N0028,14.0,George P. Bush
S2008NC0019N0038,19.0,Elizabeth Dole
S2008NC0019T0037,19.0,Susan Collins
S2008NE0015N0030,15.0,Richard Gephardt
S2008NE0015T0029,15.0,Mark Warner
S2008NJ0017T0033,17.0,John C. Bogle
S2008NH0016T0031,16.0,Jeanne Shaheen
S2008NJ0017N0034,17.0,John H. Hammergren
S2008NM0018N0036,18.0,Richard Armitage
S2008OR0020T0039,20.0,Jeff Sessions
S2008NM0018T0035,18.0,John H. Sununu
S2008SC0021T0041,21.0,Mark Hamill
S2008SC0021N0042,21.0,Lindsey Graham
S2008OR0020N0040,20.0,Jeb Bush
S2008SD0022N0044,22.0,Markus Söder
S2008SD0022T0043,22.0,John L. Smith
S2008TN0023N0046,23.0,Richard L. Trumka
S2008TN0023T0045,23.0,Richard M. Daley
S2008TX0024N0048,24.0,John Cornyn
S2008VA0025N0050,25.0,Richard Lugar
S2008TX0024T0047,24.0,Richard D. Parsons
S2008VA0025T0049,25.0,Mark Warner
S2008WV0026T0051,26.0,John D. Dingell
S2008WY0027T0053,27.0,David Mitchell
S2008WV0026N0052,26.0,David R. Garrow
S2008NH0016N0032,16.0,David J. Barton
S2008WY0027N0054,27.0,John D. Dingell
S2008IL0006T0011,6.0,Richard J. Daley
