election_id,c_pick,c_correct,v_pick,v_correct,margin,model
77.0,S2004NY0077N0154,False,S2004NY0077T0153,True,0.48,Grok 4.5
94.0,S2002ID0094N0188,True,S2002ID0094T0187,False,0.34,Grok 4.5
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,Grok 4.5
102.0,S2002MS0102I0203,False,S2002MS0102N0204,True,0.7,Grok 4.5
107.0,S2002NJ0107T0213,True,S2002NJ0107N0214,False,0.10000000000000003,Grok 4.5
114.0,S2002TN0114T0227,False,S2002TN0114N0228,True,0.10000000000000003,Grok 4.5
130.0,S2000ME0130N0260,True,S2000ME0130T0259,False,0.37999999999999995,Grok 4.5
132.0,S2000MN0132T0263,True,S2000MN0132N0264,False,0.06000000000000005,Grok 4.5
136.0,S2000NE0136N0272,False,S2000NE0136T0271,True,0.020000000000000018,Grok 4.5
143.0,S2000TX0143T0285,False,S2000TX0143N0286,True,0.31,Grok 4.5
144.0,S2000UT0144N0288,True,S2000UT0144T0287,False,0.36000000000000004,Grok 4.5
145.0,S2000VA0145T0289,False,S2000VA0145N0290,True,0.040000000000000036,Grok 4.5
154.0,G2006AR0154N0308,False,G2006AR0154T0307,True,0.15999999999999998,Grok 4.5
163.0,G2006KS0163N0326,False,G2006KS0163T0325,True,0.18,Grok 4.5
169.0,G2006NE0169T0337,False,G2006NE0169N0338,True,0.5,Grok 4.5
170.0,G2006NV0170N0340,True,G2006NV0170T0339,False,0.040000000000000036,Grok 4.5
176.0,G2006OR0176N0352,False,G2006OR0176T0351,True,0.08000000000000002,Grok 4.5
190.0,G2002CA0190N0380,False,G2002CA0190T0379,True,0.06000000000000005,Grok 4.5
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,Grok 4.5
199.0,G2002KS0199N0398,False,G2002KS0199T0397,True,0.08000000000000002,Grok 4.5
205.0,G2002NE0205T0409,False,G2002NE0205N0410,True,0.42,Grok 4.5
215.0,G2002SC0215T0429,False,G2002SC0215N0430,True,0.06000000000000005,Grok 4.5
218.0,G2002TX0218T0435,False,G2002TX0218N0436,True,0.18,Grok 4.5
220.0,G2002WI0220T0439,True,G2002WI0220N0440,False,0.040000000000000036,Grok 4.5
226.0,G2000MT0226T0451,False,G2000MT0226N0452,True,0.040000000000000036,Grok 4.5
228.0,G2000NC0228T0455,True,G2000NC0228N0456,False,0.06000000000000005,Grok 4.5
235.0,G1999LA0235N0470,True,G1999LA0235T0469,False,0.36000000000000004,Grok 4.5
244.0,G1998HI0244T0487,True,G1998HI0244N0488,False,0.020000000000000018,Grok 4.5
254.0,G1998NY0254N0508,True,G1998NY0254T0507,False,0.24,Grok 4.5
260.0,G1998SC0260T0519,True,G1998SC0260N0520,False,0.08000000000000002,Grok 4.5
262.0,G1998TN0262N0524,True,G1998TN0262T0523,False,0.39999999999999997,Grok 4.5
267.0,G1996NC0267T0533,True,G1996NC0267N0534,False,0.13999999999999996,Grok 4.3
268.0,G1996ND0268T0535,False,G1996ND0268N0536,True,0.32,Grok 4.3
4.0,S2008GA0004T0007,False,S2008GA0004N0008,True,0.13999999999999996,Grok 4.3
22.0,S2008SD0022T0043,True,S2008SD0022N0044,False,0.24,Grok 4.3
38.0,S2006MO0038N0076,False,S2006MO0038T0075,True,0.020000000000000018,Grok 4.3
43.0,S2006NM0043T0085,True,S2006NM0043N0086,False,0.39999999999999997,Grok 4.3
44.0,S2006ND0044T0087,True,S2006ND0044N0088,False,0.39999999999999997,Grok 4.3
45.0,S2006OH0045N0090,False,S2006OH0045T0089,True,0.12000000000000005,Grok 4.3
48.0,S2006TN0048N0096,True,S2006TN0048T0095,False,0.020000000000000018,Grok 4.3
50.0,S2006UT0050N0100,True,S2006UT0050T0099,False,0.34,Grok 4.3
53.0,S2006WA0053N0106,False,S2006WA0053T0105,True,0.18,Grok 4.3
60.0,S2004CO0060T0119,True,S2004CO0060N0120,False,0.040000000000000036,Grok 4.3
61.0,S2004CT0061T0121,True,S2004CT0061N0122,False,0.34,Grok 4.3
64.0,S2004HI0064T0127,True,S2004HI0064N0128,False,0.56,Grok 4.3
81.0,S2004PA0081T0161,False,S2004PA0081N0162,True,0.12000000000000005,Grok 4.3
92.0,S2002GA0092N0184,True,S2002GA0092T0183,False,0.08000000000000002,Grok 4.3
95.0,S2002IL0095N0190,False,S2002IL0095T0189,True,0.21999999999999997,Grok 4.3
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,Grok 4.3
116.0,S2002VA0116N0232,True,S2002VA0116I0231,False,0.8,Grok 4.3
119.0,S2002AR0119N0238,False,S2002AR0119T0237,True,0.08000000000000002,Grok 4.3
120.0,S2002KY0120N0240,True,S2002KY0120T0239,False,0.28,Grok 4.3
121.0,S2000AZ0121I0241,False,S2000AZ0121N0242,True,0.8200000000000001,Grok 4.3
124.0,S2000FL0124N0248,False,S2000FL0124T0247,True,0.040000000000000036,Grok 4.3
125.0,S2000GA0125N0250,False,S2000GA0125T0249,True,0.19999999999999996,Grok 4.3
132.0,S2000MN0132T0263,True,S2000MN0132N0264,False,0.06000000000000005,Grok 4.3
139.0,S2000OH0139N0278,True,S2000OH0139T0277,False,0.26,Grok 4.3
144.0,S2000UT0144N0288,True,S2000UT0144T0287,False,0.36000000000000004,Grok 4.3
155.0,G2006CO0155N0310,False,G2006CO0155T0309,True,0.18,Grok 4.3
186.0,G2002AL0186N0372,True,G2002AL0186T0371,False,0.0,Grok 4.3
190.0,G2002CA0190N0380,False,G2002CA0190T0379,True,0.06000000000000005,Grok 4.3
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,Grok 4.3
198.0,G2002IA0198T0395,True,G2002IA0198N0396,False,0.08000000000000002,Grok 4.3
207.0,G2002NH0207T0413,False,G2002NH0207N0414,True,0.21999999999999997,Grok 4.3
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,Grok 4.3
215.0,G2002SC0215T0429,False,G2002SC0215N0430,True,0.06000000000000005,Grok 4.3
217.0,G2002TN0217T0433,True,G2002TN0217N0434,False,0.040000000000000036,Grok 4.3
219.0,G2002VT0219N0438,True,G2002VT0219T0437,False,0.020000000000000018,Grok 4.3
235.0,G1999LA0235N0470,True,G1999LA0235T0469,False,0.36000000000000004,Grok 4.3
254.0,G1998NY0254N0508,True,G1998NY0254T0507,False,0.24,Grok 4.3
260.0,G1998SC0260T0519,True,G1998SC0260N0520,False,0.08000000000000002,Grok 4.3
262.0,G1998TN0262N0524,True,G1998TN0262T0523,False,0.39999999999999997,Grok 4.3
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,Claude Opus 5
20.0,S2008OR0020N0040,False,S2008OR0020T0039,True,0.02999999999999997,Claude Opus 5
26.0,S2008WV0026T0051,True,S2008WV0026N0052,False,0.28,Claude Opus 5
39.0,S2006MT0039N0078,False,S2006MT0039T0077,True,0.0,Claude Opus 5
43.0,S2006NM0043T0085,True,S2006NM0043N0086,False,0.39999999999999997,Claude Opus 5
45.0,S2006OH0045N0090,False,S2006OH0045T0089,True,0.12000000000000005,Claude Opus 5
60.0,S2004CO0060T0119,True,S2004CO0060N0120,False,0.040000000000000036,Claude Opus 5
64.0,S2004HI0064T0127,True,S2004HI0064N0128,False,0.56,Claude Opus 5
67.0,S2004IA0067T0133,False,S2004IA0067N0134,True,0.43999999999999995,Claude Opus 5
77.0,S2004NY0077N0154,False,S2004NY0077T0153,True,0.48,Claude Opus 5
87.0,S2004WI0087T0173,True,S2004WI0087N0174,False,0.12000000000000005,Claude Opus 5
91.0,S2002DE0091N0182,False,S2002DE0091T0181,True,0.18,Claude Opus 5
92.0,S2002GA0092N0184,True,S2002GA0092T0183,False,0.08000000000000002,Claude Opus 5
94.0,S2002ID0094N0188,True,S2002ID0094T0187,False,0.34,Claude Opus 5
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,Claude Opus 5
105.0,S2002NE0105N0210,True,S2002NE0105T0209,False,0.7,Claude Opus 5
106.0,S2002NH0106N0212,True,S2002NH0106T0211,False,0.040000000000000036,Claude Opus 5
109.0,S2002OK0109N0218,True,S2002OK0109T0217,False,0.21999999999999997,Claude Opus 5
111.0,S2002RI0111N0222,True,S2002RI0111T0221,False,0.56,Claude Opus 5
117.0,S2002WV0117T0233,True,S2002WV0117N0234,False,0.26,Claude Opus 5
120.0,S2002KY0120N0240,True,S2002KY0120T0239,False,0.28,Claude Opus 5
125.0,S2000GA0125N0250,False,S2000GA0125T0249,True,0.19999999999999996,Claude Opus 5
137.0,S2000NM0137N0274,False,S2000NM0137T0273,True,0.24,Claude Opus 5
139.0,S2000OH0139N0278,True,S2000OH0139T0277,False,0.26,Claude Opus 5
140.0,S2000PA0140T0279,False,S2000PA0140N0280,True,0.08000000000000002,Claude Opus 5
142.0,S2000TN0142N0284,True,S2000TN0142T0283,False,0.31,Claude Opus 5
169.0,G2006NE0169T0337,False,G2006NE0169N0338,True,0.5,Claude Opus 5
190.0,G2002CA0190N0380,False,G2002CA0190T0379,True,0.06000000000000005,Claude Opus 5
193.0,G2002FL0193N0386,True,G2002FL0193T0385,False,0.12000000000000005,Claude Opus 5
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,Claude Opus 5
202.0,G2002MA0202N0404,True,G2002MA0202T0403,False,0.06000000000000005,Claude Opus 5
204.0,G2002MN0204N0408,True,G2002MN0204T0407,False,0.10000000000000003,Claude Opus 5
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,Claude Opus 5
213.0,G2002PA0213N0426,False,G2002PA0213T0425,True,0.10000000000000003,Claude Opus 5
219.0,G2002VT0219N0438,True,G2002VT0219T0437,False,0.020000000000000018,Claude Opus 5
245.0,G1998IL0245T0489,False,G1998IL0245N0490,True,0.040000000000000036,Claude Opus 5
254.0,G1998NY0254N0508,True,G1998NY0254T0507,False,0.24,Claude Opus 5
256.0,G1998OK0256N0512,True,G1998OK0256T0511,False,0.18,Claude Opus 5
258.0,G1998PA0258N0516,True,G1998PA0258T0515,False,0.30000000000000004,Claude Opus 5
261.0,G1998SD0261T0521,False,G1998SD0261N0522,True,0.32,Claude Opus 5
262.0,G1998TN0262N0524,True,G1998TN0262T0523,False,0.39999999999999997,Claude Opus 5
271.0,G1996WV0271N0542,True,G1996WV0271T0541,False,0.06000000000000005,Claude Opus 5
273.0,G1995MS0273N0546,True,G1995MS0273T0545,False,0.12000000000000005,Claude Opus 5
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,GPT-5.4 Mini
11.0,S2008ME0011T0021,False,S2008ME0011N0022,True,0.21999999999999997,GPT-5.4 Mini
20.0,S2008OR0020N0040,False,S2008OR0020T0039,True,0.02999999999999997,GPT-5.4 Mini
24.0,S2008TX0024T0047,False,S2008TX0024N0048,True,0.12000000000000005,GPT-5.4 Mini
25.0,S2008VA0025N0050,False,S2008VA0025T0049,True,0.31,GPT-5.4 Mini
26.0,S2008WV0026T0051,True,S2008WV0026N0052,False,0.28,GPT-5.4 Mini
27.0,S2008WY0027N0054,True,S2008WY0027T0053,False,0.52,GPT-5.4 Mini
38.0,S2006MO0038N0076,False,S2006MO0038T0075,True,0.020000000000000018,GPT-5.4 Mini
45.0,S2006OH0045N0090,False,S2006OH0045T0089,True,0.12000000000000005,GPT-5.4 Mini
50.0,S2006UT0050N0100,True,S2006UT0050T0099,False,0.34,GPT-5.4 Mini
90.0,S2002CO0090N0180,True,S2002CO0090T0179,False,0.06000000000000005,GPT-5.4 Mini
91.0,S2002DE0091N0182,False,S2002DE0091T0181,True,0.18,GPT-5.4 Mini
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,GPT-5.4 Mini
113.0,S2002SD0113N0226,False,S2002SD0113T0225,True,0.0,GPT-5.4 Mini
117.0,S2002WV0117T0233,True,S2002WV0117N0234,False,0.26,GPT-5.4 Mini
126.0,S2000HI0126T0251,True,S2000HI0126N0252,False,0.5,GPT-5.4 Mini
130.0,S2000ME0130T0259,False,S2000ME0130N0260,True,0.37999999999999995,GPT-5.4 Mini
134.0,S2000MT0134N0268,True,S2000MT0134T0267,False,0.040000000000000036,GPT-5.4 Mini
137.0,S2000NM0137T0273,True,S2000NM0137N0274,False,0.24,GPT-5.4 Mini
139.0,S2000OH0139N0278,True,S2000OH0139T0277,False,0.26,GPT-5.4 Mini
146.0,S2000VT0146T0291,False,S2000VT0146N0292,True,0.43999999999999995,GPT-5.4 Mini
147.0,S2000WA0147N0294,False,S2000WA0147T0293,True,0.0,GPT-5.4 Mini
151.0,G2006AL0151N0302,True,G2006AL0151T0301,False,0.15999999999999998,GPT-5.4 Mini
158.0,G2006GA0158N0316,True,G2006GA0158T0315,False,0.19999999999999996,GPT-5.4 Mini
161.0,G2006IL0161T0321,True,G2006IL0161N0322,False,0.12000000000000005,GPT-5.4 Mini
166.0,G2006MA0166T0331,True,G2006MA0166N0332,False,0.21999999999999997,GPT-5.4 Mini
167.0,G2006MI0167N0334,False,G2006MI0167T0333,True,0.13999999999999996,GPT-5.4 Mini
190.0,G2002CA0190N0380,False,G2002CA0190T0379,True,0.06000000000000005,GPT-5.4 Mini
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,GPT-5.4 Mini
201.0,G2002MD0201N0402,True,G2002MD0201T0401,False,0.05999999999999994,GPT-5.4 Mini
202.0,G2002MA0202N0404,True,G2002MA0202T0403,False,0.06000000000000005,GPT-5.4 Mini
204.0,G2002MN0204T0407,False,G2002MN0204N0408,True,0.10000000000000003,GPT-5.4 Mini
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,GPT-5.4 Mini
241.0,G1998CT0241N0482,True,G1998CT0241T0481,False,0.28,GPT-5.4 Mini
242.0,G1998FL0242T0483,False,G1998FL0242N0484,True,0.10000000000000003,GPT-5.4 Mini
248.0,G1998MD0248T0495,True,G1998MD0248N0496,False,0.10000000000000003,GPT-5.4 Mini
250.0,G1998MI0250N0500,True,G1998MI0250T0499,False,0.24,GPT-5.4 Mini
269.0,G1996UT0269N0538,True,G1996UT0269T0537,False,0.52,GPT-5.4 Mini
273.0,G1995MS0273T0545,False,G1995MS0273N0546,True,0.12000000000000005,GPT-5.4 Mini
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,Ministral 3 3B
10.0,S2008LA0010N0020,False,S2008LA0010T0019,True,0.06,Ministral 3 3B
11.0,S2008ME0011T0021,False,S2008ME0011N0022,True,0.21999999999999997,Ministral 3 3B
26.0,S2008WV0026T0051,True,S2008WV0026N0052,False,0.28,Ministral 3 3B
27.0,S2008WY0027N0054,True,S2008WY0027T0053,False,0.52,Ministral 3 3B
29.0,S2006CA0029N0058,False,S2006CA0029T0057,True,0.26,Ministral 3 3B
44.0,S2006ND0044T0087,True,S2006ND0044N0088,False,0.39999999999999997,Ministral 3 3B
48.0,S2006TN0048N0096,True,S2006TN0048T0095,False,0.020000000000000018,Ministral 3 3B
49.0,S2006TX0049T0097,False,S2006TX0049N0098,True,0.26,Ministral 3 3B
53.0,S2006WA0053N0106,False,S2006WA0053T0105,True,0.18,Ministral 3 3B
58.0,S2004AR0058N0116,False,S2004AR0058T0115,True,0.12000000000000005,Ministral 3 3B
59.0,S2004CA0059N0118,False,S2004CA0059T0117,True,0.21999999999999997,Ministral 3 3B
62.0,S2004FL0062N0124,True,S2004FL0062T0123,False,0.020000000000000018,Ministral 3 3B
64.0,S2004HI0064T0127,True,S2004HI0064N0128,False,0.56,Ministral 3 3B
77.0,S2004NY0077N0154,False,S2004NY0077T0153,True,0.48,Ministral 3 3B
95.0,S2002IL0095T0189,True,S2002IL0095N0190,False,0.21999999999999997,Ministral 3 3B
106.0,S2002NH0106N0212,True,S2002NH0106T0211,False,0.040000000000000036,Ministral 3 3B
108.0,S2002NM0108N0216,True,S2002NM0108T0215,False,0.30000000000000004,Ministral 3 3B
111.0,S2002RI0111N0222,True,S2002RI0111T0221,False,0.56,Ministral 3 3B
113.0,S2002SD0113T0225,True,S2002SD0113N0226,False,0.0,Ministral 3 3B
120.0,S2002KY0120N0240,True,S2002KY0120T0239,False,0.28,Ministral 3 3B
127.0,S2000IN0127T0253,False,S2000IN0127N0254,True,0.34,Ministral 3 3B
134.0,S2000MT0134N0268,True,S2000MT0134T0267,False,0.040000000000000036,Ministral 3 3B
147.0,S2000WA0147N0294,False,S2000WA0147T0293,True,0.0,Ministral 3 3B
151.0,G2006AL0151N0302,True,G2006AL0151T0301,False,0.15999999999999998,Ministral 3 3B
163.0,G2006KS0163N0326,False,G2006KS0163T0325,True,0.18,Ministral 3 3B
166.0,G2006MA0166T0331,True,G2006MA0166N0332,False,0.21999999999999997,Ministral 3 3B
170.0,G2006NV0170N0340,True,G2006NV0170T0339,False,0.040000000000000036,Ministral 3 3B
177.0,G2006PA0177T0353,True,G2006PA0177N0354,False,0.19999999999999996,Ministral 3 3B
182.0,G2006TX0182N0364,True,G2006TX0182T0363,False,0.13999999999999996,Ministral 3 3B
187.0,G2002AK0187N0374,True,G2002AK0187T0373,False,0.15999999999999998,Ministral 3 3B
192.0,G2002CT0192N0384,True,G2002CT0192T0383,False,0.12000000000000005,Ministral 3 3B
199.0,G2002KS0199N0398,False,G2002KS0199T0397,True,0.08000000000000002,Ministral 3 3B
201.0,G2002MD0201N0402,True,G2002MD0201T0401,False,0.05999999999999994,Ministral 3 3B
209.0,G2002NY0209N0418,True,G2002NY0209T0417,False,0.19999999999999996,Ministral 3 3B
214.0,G2002RI0214N0428,True,G2002RI0214T0427,False,0.10000000000000003,Ministral 3 3B
219.0,G2002VT0219N0438,True,G2002VT0219T0437,False,0.020000000000000018,Ministral 3 3B
226.0,G2000MT0226T0451,False,G2000MT0226N0452,True,0.040000000000000036,Ministral 3 3B
228.0,G2000NC0228T0455,True,G2000NC0228N0456,False,0.06000000000000005,Ministral 3 3B
229.0,G2000ND0229N0458,True,G2000ND0229T0457,False,0.06000000000000005,Ministral 3 3B
250.0,G1998MI0250N0500,True,G1998MI0250T0499,False,0.24,Ministral 3 3B
259.0,G1998RI0259N0518,True,G1998RI0259T0517,False,0.10000000000000003,Ministral 3 3B
264.0,G1997VA0264T0527,False,G1997VA0264N0528,True,0.13999999999999996,Ministral 3 3B
267.0,G1996NC0267T0533,True,G1996NC0267N0534,False,0.13999999999999996,Ministral 3 3B
271.0,G1996WV0271N0542,True,G1996WV0271T0541,False,0.06000000000000005,Ministral 3 3B
4.0,S2008GA0004T0007,False,S2008GA0004N0008,True,0.13999999999999996,Qwen3 VL 32B Instruct
8.0,S2008KS0008N0016,True,S2008KS0008T0015,False,0.22999999999999998,Qwen3 VL 32B Instruct
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,Qwen3 VL 32B Instruct
11.0,S2008ME0011T0021,False,S2008ME0011N0022,True,0.21999999999999997,Qwen3 VL 32B Instruct
12.0,S2008MI0012T0023,True,S2008MI0012N0024,False,0.29,Qwen3 VL 32B Instruct
14.0,S2008MT0014T0027,True,S2008MT0014N0028,False,0.45999999999999996,Qwen3 VL 32B Instruct
16.0,S2008NH0016N0032,False,S2008NH0016T0031,True,0.07,Qwen3 VL 32B Instruct
17.0,S2008NJ0017N0034,False,S2008NJ0017T0033,True,0.14000000000000007,Qwen3 VL 32B Instruct
27.0,S2008WY0027N0054,True,S2008WY0027T0053,False,0.52,Qwen3 VL 32B Instruct
29.0,S2006CA0029N0058,False,S2006CA0029T0057,True,0.26,Qwen3 VL 32B Instruct
38.0,S2006MO0038N0076,False,S2006MO0038T0075,True,0.020000000000000018,Qwen3 VL 32B Instruct
39.0,S2006MT0039N0078,False,S2006MT0039T0077,True,0.0,Qwen3 VL 32B Instruct
43.0,S2006NM0043T0085,True,S2006NM0043N0086,False,0.39999999999999997,Qwen3 VL 32B Instruct
45.0,S2006OH0045N0090,False,S2006OH0045T0089,True,0.12000000000000005,Qwen3 VL 32B Instruct
47.0,S2006RI0047N0094,False,S2006RI0047T0093,True,0.06000000000000005,Qwen3 VL 32B Instruct
48.0,S2006TN0048N0096,True,S2006TN0048T0095,False,0.020000000000000018,Qwen3 VL 32B Instruct
50.0,S2006UT0050N0100,True,S2006UT0050T0099,False,0.34,Qwen3 VL 32B Instruct
53.0,S2006WA0053N0106,False,S2006WA0053T0105,True,0.18,Qwen3 VL 32B Instruct
54.0,S2006WV0054T0107,True,S2006WV0054N0108,False,0.32,Qwen3 VL 32B Instruct
58.0,S2004AR0058N0116,False,S2004AR0058T0115,True,0.12000000000000005,Qwen3 VL 32B Instruct
59.0,S2004CA0059N0118,False,S2004CA0059T0117,True,0.21999999999999997,Qwen3 VL 32B Instruct
62.0,S2004FL0062N0124,True,S2004FL0062T0123,False,0.020000000000000018,Qwen3 VL 32B Instruct
64.0,S2004HI0064T0127,True,S2004HI0064N0128,False,0.56,Qwen3 VL 32B Instruct
72.0,S2004MS0072N0144,True,S2004MS0072T0143,False,0.13999999999999996,Qwen3 VL 32B Instruct
77.0,S2004NY0077N0154,False,S2004NY0077T0153,True,0.48,Qwen3 VL 32B Instruct
78.0,S2004OH0078T0155,False,S2004OH0078N0156,True,0.28,Qwen3 VL 32B Instruct
81.0,S2004PA0081T0161,False,S2004PA0081N0162,True,0.12000000000000005,Qwen3 VL 32B Instruct
83.0,S2004SD0083N0166,True,S2004SD0083T0165,False,0.020000000000000018,Qwen3 VL 32B Instruct
90.0,S2002CO0090N0180,True,S2002CO0090T0179,False,0.06000000000000005,Qwen3 VL 32B Instruct
91.0,S2002DE0091N0182,False,S2002DE0091T0181,True,0.18,Qwen3 VL 32B Instruct
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,Qwen3 VL 32B Instruct
106.0,S2002NH0106N0212,True,S2002NH0106T0211,False,0.040000000000000036,Qwen3 VL 32B Instruct
108.0,S2002NM0108N0216,True,S2002NM0108T0215,False,0.30000000000000004,Qwen3 VL 32B Instruct
114.0,S2002TN0114T0227,False,S2002TN0114N0228,True,0.10000000000000003,Qwen3 VL 32B Instruct
116.0,S2002VA0116N0232,True,S2002VA0116I0231,False,0.8,Qwen3 VL 32B Instruct
117.0,S2002WV0117T0233,True,S2002WV0117N0234,False,0.26,Qwen3 VL 32B Instruct
120.0,S2002KY0120N0240,True,S2002KY0120T0239,False,0.28,Qwen3 VL 32B Instruct
125.0,S2000GA0125N0250,False,S2000GA0125T0249,True,0.19999999999999996,Qwen3 VL 32B Instruct
132.0,S2000MN0132T0263,True,S2000MN0132N0264,False,0.06000000000000005,Qwen3 VL 32B Instruct
135.0,S2000ND0135N0270,False,S2000ND0135T0269,True,0.21999999999999997,Qwen3 VL 32B Instruct
139.0,S2000OH0139N0278,True,S2000OH0139T0277,False,0.26,Qwen3 VL 32B Instruct
140.0,S2000PA0140T0279,False,S2000PA0140N0280,True,0.08000000000000002,Qwen3 VL 32B Instruct
144.0,S2000UT0144N0288,True,S2000UT0144T0287,False,0.36000000000000004,Qwen3 VL 32B Instruct
145.0,S2000VA0145T0289,False,S2000VA0145N0290,True,0.040000000000000036,Qwen3 VL 32B Instruct
147.0,S2000WA0147N0294,False,S2000WA0147T0293,True,0.0,Qwen3 VL 32B Instruct
151.0,G2006AL0151N0302,True,G2006AL0151T0301,False,0.15999999999999998,Qwen3 VL 32B Instruct
154.0,G2006AR0154N0308,False,G2006AR0154T0307,True,0.15999999999999998,Qwen3 VL 32B Instruct
163.0,G2006KS0163N0326,False,G2006KS0163T0325,True,0.18,Qwen3 VL 32B Instruct
164.0,G2006ME0164T0327,True,G2006ME0164N0328,False,0.12000000000000005,Qwen3 VL 32B Instruct
165.0,G2006MD0165N0330,False,G2006MD0165T0329,True,0.06000000000000005,Qwen3 VL 32B Instruct
170.0,G2006NV0170N0340,True,G2006NV0170T0339,False,0.040000000000000036,Qwen3 VL 32B Instruct
187.0,G2002AK0187N0374,True,G2002AK0187T0373,False,0.15999999999999998,Qwen3 VL 32B Instruct
190.0,G2002CA0190N0380,False,G2002CA0190T0379,True,0.06000000000000005,Qwen3 VL 32B Instruct
192.0,G2002CT0192N0384,True,G2002CT0192T0383,False,0.12000000000000005,Qwen3 VL 32B Instruct
195.0,G2002HI0195N0390,True,G2002HI0195T0389,False,0.040000000000000036,Qwen3 VL 32B Instruct
199.0,G2002KS0199N0398,False,G2002KS0199T0397,True,0.08000000000000002,Qwen3 VL 32B Instruct
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,Qwen3 VL 32B Instruct
214.0,G2002RI0214N0428,True,G2002RI0214T0427,False,0.10000000000000003,Qwen3 VL 32B Instruct
217.0,G2002TN0217T0433,True,G2002TN0217N0434,False,0.040000000000000036,Qwen3 VL 32B Instruct
228.0,G2000NC0228T0455,True,G2000NC0228N0456,False,0.06000000000000005,Qwen3 VL 32B Instruct
229.0,G2000ND0229N0458,True,G2000ND0229T0457,False,0.06000000000000005,Qwen3 VL 32B Instruct
237.0,G1998AL0237T0473,True,G1998AL0237N0474,False,0.15999999999999998,Qwen3 VL 32B Instruct
241.0,G1998CT0241N0482,True,G1998CT0241T0481,False,0.28,Qwen3 VL 32B Instruct
258.0,G1998PA0258N0516,True,G1998PA0258T0515,False,0.30000000000000004,Qwen3 VL 32B Instruct
269.0,G1996UT0269N0538,True,G1996UT0269T0537,False,0.52,Qwen3 VL 32B Instruct
2.0,S2008AK0002N0004,False,S2008AK0002T0003,True,0.010000000000000009,Gemini 2.5 Flash-Lite
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,Gemini 2.5 Flash-Lite
10.0,S2008LA0010N0020,False,S2008LA0010T0019,True,0.06,Gemini 2.5 Flash-Lite
11.0,S2008ME0011T0021,False,S2008ME0011N0022,True,0.21999999999999997,Gemini 2.5 Flash-Lite
