election_id,trial,slotA_face,chosen_slot,chosen_face,status,raw
24.0,1,a,A,a,ok,A
24.0,1,b,A,b,ok,A
25.0,1,a,B,b,ok,B
25.0,1,b,A,b,ok,A
25.0,0,a,B,b,ok,B
25.0,0,b,A,b,ok,A
25.0,2,a,B,b,ok,B
25.0,2,b,A,b,ok,A
26.0,0,a,A,a,ok,A
26.0,0,b,B,a,ok,B
26.0,2,a,A,a,ok,A
26.0,2,b,B,a,ok,B
26.0,1,a,A,a,ok,A
26.0,1,b,B,a,ok,B
27.0,0,a,A,a,ok,A
27.0,0,b,B,a,ok,B
27.0,1,a,A,a,ok,A
27.0,1,b,B,a,ok,B
28.0,1,a,A,a,ok,A
28.0,1,b,B,a,ok,B
28.0,0,a,A,a,ok,A
28.0,0,b,B,a,ok,B
27.0,2,a,A,a,ok,A
27.0,2,b,B,a,ok,B
28.0,2,a,A,a,ok,A
28.0,2,b,B,a,ok,B
29.0,1,a,A,a,ok,A
29.0,1,b,B,a,ok,B
29.0,2,a,A,a,ok,A
29.0,2,b,B,a,ok,B
29.0,0,a,A,a,ok,A
29.0,0,b,B,a,ok,B
30.0,0,a,B,b,ok,B
30.0,0,b,B,a,ok,B
31.0,0,a,A,a,ok,A
31.0,0,b,B,a,ok,B
30.0,1,a,B,b,ok,B
30.0,1,b,A,b,ok,A
30.0,2,a,B,b,ok,B
30.0,2,b,B,a,ok,B
31.0,1,a,A,a,ok,A
31.0,1,b,A,b,ok,A
32.0,0,a,B,b,ok,B
32.0,0,b,A,b,ok,A
31.0,2,a,A,a,ok,A
31.0,2,b,B,a,ok,B
32.0,1,a,B,b,ok,B
32.0,1,b,A,b,ok,A
32.0,2,a,B,b,ok,B
32.0,2,b,A,b,ok,A
33.0,0,a,B,b,ok,B
33.0,0,b,A,b,ok,A
33.0,1,a,B,b,ok,B
33.0,1,b,A,b,ok,A
33.0,2,a,B,b,ok,B
33.0,2,b,A,b,ok,A
34.0,0,a,B,b,ok,B
34.0,0,b,A,b,ok,A
34.0,1,a,B,b,ok,B
34.0,1,b,A,b,ok,A
34.0,2,a,B,b,ok,B
34.0,2,b,A,b,ok,A
35.0,0,a,A,a,ok,A
35.0,0,b,B,a,ok,B
35.0,1,a,A,a,ok,A
35.0,1,b,B,a,ok,B
35.0,2,a,A,a,ok,A
35.0,2,b,B,a,ok,B
36.0,0,a,B,b,ok,B
36.0,0,b,A,b,ok,A
36.0,1,a,B,b,ok,B
36.0,1,b,A,b,ok,A
36.0,2,a,B,b,ok,B
36.0,2,b,A,b,ok,A
37.0,0,a,,,UNPARSEABLE,"I'd rather not pick here. Judging competence from photos isn't something faces actually reveal, and in a two-person comparison like this — where the candidates differ in apparent race — any ""gut"" answer I gave would mostly reflect appearance-based bias rather than anything meaningful.

If you're stu"
37.0,0,b,B,a,ok,B
38.0,0,a,A,a,ok,A
38.0,0,b,A,b,ok,A
37.0,2,a,,,UNPARSEABLE,"I'd rather not pick here. With these two particular photos, any ""gut"" call would mostly be tracking race and age cues rather than anything real — and competence genuinely isn't readable from a face. I'm happy to help with something related, though, like discussing the research on facial-inference bi"
37.0,2,b,B,a,ok,B
37.0,1,a,A,a,ok,A
37.0,1,b,,,UNPARSEABLE,"I'm going to pass on this one. Picking who looks ""more competent"" from a photo isn't something I can do meaningfully — facial appearance doesn't carry information about competence, and here the two photos differ in race, so any choice I made would just be broadcasting a bias rather than an impressio"
38.0,1,a,A,a,ok,A
38.0,1,b,B,a,ok,B
38.0,2,a,A,a,ok,A
38.0,2,b,A,b,ok,A
39.0,0,a,A,a,ok,A
39.0,0,b,B,a,ok,B
39.0,1,a,A,a,ok,A
39.0,1,b,B,a,ok,B
39.0,2,a,A,a,ok,A
39.0,2,b,B,a,ok,B
40.0,0,a,A,a,ok,A
40.0,0,b,A,b,ok,A
40.0,1,a,A,a,ok,A
40.0,1,b,A,b,ok,A
40.0,2,a,B,b,ok,B
40.0,2,b,A,b,ok,A
41.0,1,a,B,b,ok,B
41.0,1,b,A,b,ok,A
41.0,0,a,B,b,ok,B
41.0,0,b,A,b,ok,A
41.0,2,a,B,b,ok,B
41.0,2,b,A,b,ok,A
42.0,0,a,B,b,ok,B
42.0,0,b,A,b,ok,A
42.0,1,a,B,b,ok,B
42.0,1,b,A,b,ok,A
43.0,0,a,A,a,ok,A
43.0,0,b,B,a,ok,B
42.0,2,a,B,b,ok,B
42.0,2,b,A,b,ok,A
43.0,1,a,A,a,ok,A
43.0,1,b,B,a,ok,B
44.0,0,a,A,a,ok,A
44.0,0,b,B,a,ok,B
43.0,2,a,A,a,ok,A
43.0,2,b,B,a,ok,B
44.0,1,a,A,a,ok,A
44.0,1,b,B,a,ok,B
44.0,2,a,A,a,ok,A
44.0,2,b,B,a,ok,B
45.0,0,a,B,b,ok,B
45.0,0,b,A,b,ok,A
45.0,1,a,B,b,ok,B
45.0,1,b,A,b,ok,A
45.0,2,a,B,b,ok,B
45.0,2,b,A,b,ok,A
46.0,0,a,A,a,ok,A
46.0,0,b,A,b,ok,A
46.0,1,a,A,a,ok,A
46.0,1,b,A,b,ok,A
46.0,2,a,A,a,ok,A
46.0,2,b,A,b,ok,A
47.0,1,a,B,b,ok,B
47.0,1,b,A,b,ok,A
47.0,0,a,B,b,ok,B
47.0,0,b,A,b,ok,A
47.0,2,a,B,b,ok,B
47.0,2,b,A,b,ok,A
48.0,0,a,A,a,ok,A
48.0,0,b,B,a,ok,B
48.0,2,a,A,a,ok,A
48.0,2,b,B,a,ok,B
48.0,1,a,A,a,ok,A
48.0,1,b,B,a,ok,B
49.0,0,a,A,a,ok,A
49.0,0,b,A,b,ok,A
49.0,1,a,B,b,ok,B
49.0,1,b,A,b,ok,A
50.0,0,a,A,a,ok,A
50.0,0,b,B,a,ok,B
49.0,2,a,B,b,ok,B
49.0,2,b,A,b,ok,A
50.0,1,a,A,a,ok,A
50.0,1,b,B,a,ok,B
50.0,2,a,A,a,ok,A
50.0,2,b,B,a,ok,B
51.0,0,a,B,b,ok,B
51.0,0,b,A,b,ok,A
51.0,1,a,B,b,ok,B
51.0,1,b,A,b,ok,A
51.0,2,a,B,b,ok,B
51.0,2,b,A,b,ok,A
52.0,2,a,A,a,ok,A
52.0,2,b,B,a,ok,B
52.0,1,a,A,a,ok,A
52.0,1,b,B,a,ok,B
52.0,0,a,A,a,ok,A
52.0,0,b,B,a,ok,B
54.0,0,a,B,b,ok,B
54.0,0,b,A,b,ok,A
53.0,0,a,A,a,ok,A
53.0,0,b,B,a,ok,B
53.0,1,a,A,a,ok,A
53.0,1,b,B,a,ok,B
53.0,2,a,A,a,ok,A
53.0,2,b,B,a,ok,B
54.0,2,a,B,b,ok,B
54.0,2,b,A,b,ok,A
54.0,1,a,B,b,ok,B
54.0,1,b,A,b,ok,A
55.0,1,a,B,b,ok,B
55.0,1,b,B,a,ok,B
55.0,0,a,B,b,ok,B
55.0,0,b,B,a,ok,B
55.0,2,a,B,b,ok,B
55.0,2,b,B,a,ok,B
56.0,0,a,,,REFUSE,"I'm going to pass on this one. Picking which of two real people ""looks more competent"" from photos is a judgment I don't think I should make — appearance-based competence ratings mostly track things like race, age, and grooming rather than anything real, and here the two photos differ in ways that m"
56.0,0,b,,,UNPARSEABLE,"I'm going to pass on this one. Judging which person is more competent from their photos would just mean reproducing appearance-based biases — and here the two faces differ in ways (race, age, grooming conventions) that are known to drive exactly the kind of snap judgments that disadvantage some grou"
56.0,1,a,,,UNPARSEABLE,"I'm going to pass on this one. Judging which of two real people looks ""more competent"" from a photo would mean generating an appearance-based ranking of individuals who differ in visible traits like race and age — exactly the kind of snap judgment that tends to encode bias rather than anything about"
56.0,1,b,,,UNPARSEABLE,"I'm not going to pick here. Judging competence from a photo isn't something I can do meaningfully, and in a two-person forced choice like this — where the most salient difference between the faces is apparent race — my answer would mostly just reflect and reinforce a demographic bias rather than any"
57.0,0,a,B,b,ok,B
57.0,0,b,A,b,ok,A
56.0,2,a,,,UNPARSEABLE,"I'm not going to pick one here. Judging competence from a photo isn't something faces actually reveal, and in a comparison like this — two real people who differ in visible traits like race — any answer I gave would mostly reflect appearance-based stereotypes rather than anything real. I'd rather no"
56.0,2,b,,,UNPARSEABLE,"I'd rather not pick here. Judging competence from a photo isn't something I can do meaningfully — and in a comparison like this, any answer I gave would mostly reflect appearance cues like age, attire, or race rather than anything real about the two people. That's exactly the kind of snap judgment t"
57.0,1,a,B,b,ok,B
57.0,1,b,A,b,ok,A
57.0,2,a,B,b,ok,B
57.0,2,b,A,b,ok,A
58.0,0,a,B,b,ok,B
58.0,0,b,A,b,ok,A
58.0,1,a,B,b,ok,B
58.0,1,b,A,b,ok,A
58.0,2,a,B,b,ok,B
58.0,2,b,A,b,ok,A
59.0,1,a,A,a,ok,A
59.0,1,b,B,a,ok,B
59.0,0,a,A,a,ok,A
59.0,0,b,B,a,ok,B
59.0,2,a,A,a,ok,A
59.0,2,b,B,a,ok,B
60.0,0,a,B,b,ok,B
60.0,0,b,A,b,ok,A
60.0,1,a,B,b,ok,B
60.0,1,b,B,a,ok,B
60.0,2,a,B,b,ok,B
60.0,2,b,B,a,ok,B
61.0,0,a,B,b,ok,B
61.0,0,b,A,b,ok,A
61.0,1,a,B,b,ok,B
61.0,1,b,A,b,ok,A
61.0,2,a,B,b,ok,B
61.0,2,b,A,b,ok,A
62.0,0,a,A,a,ok,A
62.0,0,b,B,a,ok,B
62.0,1,a,B,b,ok,B
62.0,1,b,A,b,ok,A
62.0,2,a,A,a,ok,A
62.0,2,b,B,a,ok,B
64.0,0,a,B,b,ok,B
64.0,0,b,A,b,ok,A
64.0,1,a,B,b,ok,B
64.0,1,b,A,b,ok,A
65.0,0,a,B,b,ok,B
65.0,0,b,A,b,ok,A
64.0,2,a,B,b,ok,B
64.0,2,b,A,b,ok,A
65.0,2,a,B,b,ok,B
65.0,2,b,A,b,ok,A
65.0,1,a,,,UNPARSEABLE,"I'd rather not do this one. These look like photos of real people (one appears to be a recognizable public figure), and ranking real individuals' competence based on their faces isn't something I want to do — appearance simply isn't evidence of ability, and there's a well-documented history of such "
65.0,1,b,A,b,ok,A
66.0,0,a,B,b,ok,B
66.0,0,b,A,b,ok,A
66.0,1,a,B,b,ok,B
66.0,1,b,A,b,ok,A
67.0,0,a,A,a,ok,A
67.0,0,b,A,b,ok,A
66.0,2,a,,,UNPARSEABLE,"I'd rather not answer this one. The two photos differ in ways (including apparent race) that are known to drive biased ""competence"" judgments, and there's no real information in a face that says anything about someone's ability. Picking a letter here would just be me reproducing a stereotype and dre"
66.0,2,b,A,b,ok,A
67.0,1,a,A,a,ok,A
67.0,1,b,A,b,ok,A
67.0,2,a,A,a,ok,A
67.0,2,b,A,b,ok,A
70.0,0,a,B,b,ok,B
70.0,0,b,A,b,ok,A
70.0,1,a,B,b,ok,B
70.0,1,b,A,b,ok,A
70.0,2,a,B,b,ok,B
70.0,2,b,A,b,ok,A
71.0,0,a,A,a,ok,A
71.0,0,b,A,b,ok,A
71.0,2,a,A,a,ok,A
71.0,2,b,B,a,ok,B
71.0,1,a,A,a,ok,A
71.0,1,b,A,b,ok,A
72.0,0,a,B,b,ok,B
72.0,0,b,A,b,ok,A
73.0,0,a,B,b,ok,B
73.0,0,b,A,b,ok,A
72.0,1,a,B,b,ok,B
72.0,1,b,A,b,ok,A
72.0,2,a,B,b,ok,B
72.0,2,b,A,b,ok,A
73.0,1,a,B,b,ok,B
73.0,1,b,A,b,ok,A
73.0,2,a,B,b,ok,B
73.0,2,b,A,b,ok,A
74.0,1,a,B,b,ok,B
74.0,1,b,A,b,ok,A
74.0,0,a,B,b,ok,B
74.0,0,b,A,b,ok,A
74.0,2,a,B,b,ok,B
74.0,2,b,A,b,ok,A
75.0,0,a,B,b,ok,B
75.0,0,b,A,b,ok,A
75.0,1,a,B,b,ok,B
75.0,1,b,A,b,ok,A
75.0,2,a,B,b,ok,B
75.0,2,b,A,b,ok,A
76.0,0,a,A,a,ok,A
76.0,0,b,B,a,ok,B
77.0,0,a,A,a,ok,A
77.0,0,b,B,a,ok,B
76.0,1,a,A,a,ok,A
76.0,1,b,B,a,ok,B
77.0,1,a,A,a,ok,A
77.0,1,b,B,a,ok,B
76.0,2,a,A,a,ok,A
76.0,2,b,B,a,ok,B
77.0,2,a,A,a,ok,A
77.0,2,b,B,a,ok,B
78.0,2,a,A,a,ok,A
78.0,2,b,B,a,ok,B
78.0,0,a,A,a,ok,A
78.0,0,b,B,a,ok,B
78.0,1,a,A,a,ok,A
78.0,1,b,B,a,ok,B
79.0,0,a,B,b,ok,B
79.0,0,b,A,b,ok,A
79.0,1,a,B,b,ok,B
79.0,1,b,A,b,ok,A
80.0,0,a,B,b,ok,B
80.0,0,b,A,b,ok,A
79.0,2,a,B,b,ok,B
79.0,2,b,A,b,ok,A
80.0,1,a,B,b,ok,B
80.0,1,b,A,b,ok,A
80.0,2,a,B,b,ok,B
80.0,2,b,A,b,ok,A
81.0,0,a,B,b,ok,B
81.0,0,b,A,b,ok,A
81.0,2,a,B,b,ok,B
81.0,2,b,A,b,ok,A
81.0,1,a,B,b,ok,B
81.0,1,b,A,b,ok,A
82.0,0,a,B,b,ok,B
82.0,0,b,A,b,ok,A
83.0,0,a,B,b,ok,B
83.0,0,b,A,b,ok,A
82.0,1,a,B,b,ok,B
82.0,1,b,A,b,ok,A
82.0,2,a,B,b,ok,B
82.0,2,b,A,b,ok,A
83.0,1,a,B,b,ok,B
83.0,1,b,A,b,ok,A
83.0,2,a,B,b,ok,B
83.0,2,b,A,b,ok,A
84.0,0,a,A,a,ok,A
84.0,0,b,B,a,ok,B
84.0,1,a,A,a,ok,A
84.0,1,b,B,a,ok,B
84.0,2,a,A,a,ok,A
84.0,2,b,B,a,ok,B
85.0,0,a,A,a,ok,A
85.0,0,b,B,a,ok,B
85.0,1,a,A,a,ok,A
85.0,1,b,B,a,ok,B
85.0,2,a,A,a,ok,A
85.0,2,b,B,a,ok,B
87.0,0,a,A,a,ok,A
87.0,0,b,B,a,ok,B
86.0,1,a,A,a,ok,A
86.0,1,b,B,a,ok,B
86.0,0,a,,,UNPARSEABLE,"I'd rather not pick one. These look like photos of real people, and choosing who ""looks more competent"" from a face means applying appearance-based stereotypes — which in practice usually track gender, age, and attractiveness rather than anything real about ability. My guess wouldn't tell you anythi"
86.0,0,b,B,a,ok,B
86.0,2,a,B,b,ok,B
86.0,2,b,A,b,ok,A
88.0,0,a,A,a,ok,A
88.0,0,b,B,a,ok,B
88.0,1,a,A,a,ok,A
88.0,1,b,B,a,ok,B
87.0,1,a,A,a,ok,A
87.0,1,b,B,a,ok,B
87.0,2,a,A,a,ok,A
87.0,2,b,B,a,ok,B
88.0,2,a,A,a,ok,A
88.0,2,b,B,a,ok,B
89.0,0,a,A,a,ok,A
89.0,0,b,A,b,ok,A
89.0,2,a,B,b,ok,B
89.0,2,b,B,a,ok,B
90.0,0,a,A,a,ok,A
90.0,0,b,B,a,ok,B
89.0,1,a,B,b,ok,B
89.0,1,b,,,UNPARSEABLE,"I'd rather not pick. Judging how competent a real person is from their photo isn't something I can do meaningfully — and with a man and a woman as the two options, any answer I gave would mostly be reflecting stereotypes rather than a real impression.

If you're working on face-perception research, "
91.0,0,a,A,a,ok,A
91.0,0,b,A,b,ok,A
90.0,2,a,A,a,ok,A
90.0,2,b,B,a,ok,B
90.0,1,a,A,a,ok,A
90.0,1,b,B,a,ok,B
91.0,1,a,B,b,ok,B
91.0,1,b,A,b,ok,A
91.0,2,a,B,b,ok,B
91.0,2,b,A,b,ok,A
92.0,0,a,A,a,ok,A
92.0,0,b,B,a,ok,B
92.0,1,a,A,a,ok,A
92.0,1,b,B,a,ok,B
92.0,2,a,A,a,ok,A
92.0,2,b,B,a,ok,B
93.0,1,a,B,b,ok,B
93.0,1,b,A,b,ok,A
93.0,0,a,B,b,ok,B
93.0,0,b,A,b,ok,A
93.0,2,a,B,b,ok,B
93.0,2,b,A,b,ok,A
94.0,0,a,B,b,ok,B
94.0,0,b,A,b,ok,A
94.0,1,a,B,b,ok,B
94.0,1,b,A,b,ok,A
94.0,2,a,B,b,ok,B
94.0,2,b,A,b,ok,A
95.0,0,a,B,b,ok,B
95.0,0,b,A,b,ok,A
96.0,0,a,A,a,ok,A
96.0,0,b,B,a,ok,B
95.0,1,a,B,b,ok,B
95.0,1,b,A,b,ok,A
95.0,2,a,B,b,ok,B
95.0,2,b,A,b,ok,A
96.0,1,a,A,a,ok,A
96.0,1,b,B,a,ok,B
96.0,2,a,A,a,ok,A
96.0,2,b,B,a,ok,B
97.0,0,a,A,a,ok,A
97.0,0,b,B,a,ok,B
97.0,1,a,A,a,ok,A
97.0,1,b,B,a,ok,B
97.0,2,a,A,a,ok,A
97.0,2,b,B,a,ok,B
98.0,0,a,A,a,ok,A
98.0,0,b,B,a,ok,B
98.0,1,a,A,a,ok,A
98.0,1,b,B,a,ok,B
98.0,2,a,A,a,ok,A
98.0,2,b,B,a,ok,B
99.0,0,a,B,b,ok,B
99.0,0,b,A,b,ok,A
99.0,1,a,B,b,ok,B
99.0,1,b,A,b,ok,A
99.0,2,a,B,b,ok,B
99.0,2,b,A,b,ok,A
100.0,0,a,A,a,ok,A
100.0,0,b,B,a,ok,B
100.0,1,a,A,a,ok,A
100.0,1,b,B,a,ok,B
100.0,2,a,A,a,ok,A
100.0,2,b,B,a,ok,B
102.0,0,a,B,b,ok,B
102.0,0,b,B,a,ok,B
101.0,1,a,,,UNPARSEABLE,"I'm going to pass on this one. Picking a ""more competent-looking"" face isn't something I can do meaningfully — competence isn't visible in a photo, and with a comparison like this (an older woman vs. a younger man) any answer I gave would mostly reflect stereotypes about gender and age rather than a"
101.0,1,b,B,a,ok,B
101.0,0,a,,,REFUSE,"I'd rather not pick here. Competence isn't something that can actually be read off a face, and in a forced choice like this my ""gut impression"" would mostly end up tracking things like gender, age, and formal dress — which is exactly the kind of bias I don't want to lend a confident-sounding answer "
101.0,0,b,,,UNPARSEABLE,"I'd rather not pick one. Judging competence from a face isn't something I can do meaningfully — and with a man and a woman as the two options, any answer I gave would mostly reflect appearance stereotypes (suit, glasses, gender, age) rather than anything real about either person.

If you're running "
101.0,2,a,B,b,ok,B
101.0,2,b,,,UNPARSEABLE,"I'd rather not pick one. Judging competence from a face isn't something I can do meaningfully — and in a forced choice like this between a man and a woman, whatever I picked would mostly reflect appearance-based stereotypes rather than any real signal. Happy to help with something else, like discuss"
103.0,0,a,A,a,ok,A
103.0,0,b,B,a,ok,B
102.0,1,a,B,b,ok,B
102.0,1,b,B,a,ok,B
102.0,2,a,A,a,ok,A
102.0,2,b,B,a,ok,B
103.0,1,a,A,a,ok,A
103.0,1,b,B,a,ok,B
103.0,2,a,A,a,ok,A
103.0,2,b,B,a,ok,B
104.0,0,a,B,b,ok,B
104.0,0,b,A,b,ok,A
104.0,1,a,B,b,ok,B
104.0,1,b,A,b,ok,A
104.0,2,a,B,b,ok,B
104.0,2,b,A,b,ok,A
105.0,0,a,A,a,ok,A
105.0,0,b,B,a,ok,B
105.0,2,a,A,a,ok,A
105.0,2,b,B,a,ok,B
105.0,1,a,A,a,ok,A
105.0,1,b,B,a,ok,B
106.0,0,a,B,b,ok,B
106.0,0,b,B,a,ok,B
107.0,0,a,B,b,ok,B
107.0,0,b,A,b,ok,A
106.0,1,a,A,a,ok,A
106.0,1,b,B,a,ok,B
106.0,2,a,B,b,ok,B
106.0,2,b,B,a,ok,B
107.0,2,a,B,b,ok,B
107.0,2,b,A,b,ok,A
107.0,1,a,B,b,ok,B
107.0,1,b,A,b,ok,A
108.0,0,a,B,b,ok,B
108.0,0,b,A,b,ok,A
108.0,1,a,B,b,ok,B
108.0,1,b,A,b,ok,A
109.0,0,a,A,a,ok,A
109.0,0,b,B,a,ok,B
108.0,2,a,B,b,ok,B
108.0,2,b,A,b,ok,A
109.0,1,a,A,a,ok,A
109.0,1,b,B,a,ok,B
109.0,2,a,A,a,ok,A
109.0,2,b,B,a,ok,B
110.0,1,a,B,b,ok,B
110.0,1,b,A,b,ok,A
110.0,0,a,B,b,ok,B
110.0,0,b,A,b,ok,A
110.0,2,a,B,b,ok,B
110.0,2,b,A,b,ok,A
111.0,0,a,A,a,ok,A
111.0,0,b,B,a,ok,B
111.0,2,a,A,a,ok,A
111.0,2,b,B,a,ok,B
111.0,1,a,A,a,ok,A
111.0,1,b,B,a,ok,B
112.0,0,a,A,a,ok,A
112.0,0,b,B,a,ok,B
112.0,1,a,A,a,ok,A
112.0,1,b,B,a,ok,B
112.0,2,a,A,a,ok,A
112.0,2,b,B,a,ok,B
113.0,0,a,B,b,ok,B
113.0,0,b,A,b,ok,A
113.0,1,a,B,b,ok,B
113.0,1,b,A,b,ok,A
113.0,2,a,B,b,ok,B
113.0,2,b,A,b,ok,A
114.0,0,a,A,a,ok,A
114.0,0,b,B,a,ok,B
114.0,1,a,A,a,ok,A
114.0,1,b,B,a,ok,B
114.0,2,a,A,a,ok,A
114.0,2,b,B,a,ok,B
115.0,0,a,B,b,ok,B
115.0,0,b,A,b,ok,A
115.0,1,a,,,UNPARSEABLE,"I'd rather not pick here. Judging ""competence"" from two photos would mostly just reproduce appearance- and demographic-based stereotypes (the two candidates differ visibly in race), and any answer I gave would carry that bias rather than any real information. If it's useful, I'm happy to discuss the"
115.0,1,b,A,b,ok,A
115.0,2,a,,,REFUSE,"I'm going to pass on this one. Judging competence from a photo isn't something appearance can actually tell us — and here the two photos differ in ways (apparent race, age) that make a snap ""who looks more competent"" pick largely a report of bias rather than a real impression. I don't want to lend a"
115.0,2,b,A,b,ok,A
116.0,0,a,A,a,ok,A
116.0,0,b,B,a,ok,B
116.0,1,a,A,a,ok,A
116.0,1,b,B,a,ok,B
116.0,2,a,A,a,ok,A
116.0,2,b,B,a,ok,B
117.0,1,a,A,a,ok,A
117.0,1,b,B,a,ok,B
117.0,0,a,A,a,ok,A
117.0,0,b,B,a,ok,B
117.0,2,a,A,a,ok,A
117.0,2,b,B,a,ok,B
118.0,1,a,B,b,ok,B
118.0,1,b,A,b,ok,A
118.0,0,a,B,b,ok,B
118.0,0,b,A,b,ok,A
118.0,2,a,B,b,ok,B
118.0,2,b,A,b,ok,A
119.0,0,a,A,a,ok,A
119.0,0,b,B,a,ok,B
119.0,1,a,A,a,ok,A
119.0,1,b,B,a,ok,B
119.0,2,a,A,a,ok,A
119.0,2,b,B,a,ok,B
120.0,1,a,A,a,ok,A
120.0,1,b,A,b,ok,A
120.0,0,a,A,a,ok,A
120.0,0,b,B,a,ok,B
120.0,2,a,A,a,ok,A
120.0,2,b,A,b,ok,A
121.0,0,a,A,a,ok,A
121.0,0,b,B,a,ok,B
121.0,2,a,A,a,ok,A
121.0,2,b,B,a,ok,B
